amount,card_name,is_foil,is_pinned,is_signed,set_id,set_code,collector_number,language,condition,comment,added
2,"Dynacharge",,,,,"MM3",,,,,
1,"Eager Beaver",,,,,"UST",,,,,
1,"Earl of Squirrel",,,,,"UST",,,,,
1,"Early Harvest",,,,,"9ED",,,,,
1,"Earth-Cult Elemental",,,,,"AFR",,,,,
1,"Earth-Cult Elemental",,,,,"AFR",,,,,
2,"Earthquake",,,,,"CM2",,,,,
1,"Earwig Squad",,,,,"MMA",,,,,
1,"Eat to Extinction",,,,,"THB",,,,,
1,"Eaten by Spiders",,,,,"AVR",,,,,
1,"Eater of Days",,,,,"DST",,,,,
1,"Eater of Hope",,,,,"MIC",,,,,
1,"Ebon Stronghold",,,,,"6ED",,,,,
1,"Ebonblade Reaper",,,,,"ONS",,,,,
1,"Ebony Fly",,,,,"AFC",,,,,
1,"Ebony Fly",,,,,"AFC",,,,,
1,"Eccentric Apprentice",,,,,"AFR",,,,,
1,"Echo Mage",,,,,"C13",,,,,
1,"Echo of Eons",,,,,"MH1",,,,,
1,"Echo Storm",,,,,"C18",,,,,
2,"Echoing Courage",,,,,"A25",,,,,
1,"Echoing Truth",,,,,"C19",,,,,
1,"Ecological Appreciation",,,,,"STX",,,,,
1,"Eddytrail Hawk",,,,,"KLD",,,,,
1,"Edgar Markov",,,,,"C17",,,,,
1,"Edric, Spymaster of Trest",,,,,"C16",,,,,
2,"Eel Umbra",,,,,"UMA","53",,,,
1,"Eel Umbra",,,,,"UMA","53",,,,
1,"Eerie Interlude",,,,,"SOI","16",,,,
1,"Eerie Interlude",,,,,"KHC",,,,,
1,"Efreet Flamepainter",,,,,"STX",,,,,
1,"Eidolon of Blossoms",,,,,"C18",,,,,
1,"Eidolon of Countless Battles",,,,,"BNG",,,,,
1,"Eidolon of Obstruction",,,,,"THB",,,,,
1,"Eidolon of Rhetoric",,,,,"FMB1",,,,,
1,"Eight-and-a-Half-Tails",,,,,"CLB",,,,,
1,"Elaborate Firecannon",,,,,"XLN",,,,,
1,"Eladamri's Call",,,,,"MH1",,,,,
1,"Elbrus, the Binding Blade // Withengar Unbound",,,,,"DKA",,,,,
1,"Elder Brain",,,,,"CLB",,,,,
1,"Elder Deep-Fiend",,,,,"CMR",,,,,
1,"Elder Gargaroth",,,,,"M21",,,,,
2,"Elderfang Ritualist",,,,,"KHM",,,,,
1,"Elderfang Venom",,,,,"KHC",,,,,
1,"Elderwood Scion",,,,,"C18",,,,,
1,"Eldrazi Monument",,,,,"CMA",,,,,
2,"Eldritch Evolution",,,,,"EMN",,,,,
1,"Eldritch Pact",,,,,"CLB",,,,,
1,"Electrickery",,,,,"GK1",,,,,
2,"Electrify",,,,,"M19",,,,,
2,"Electrolyze",,,,,"GK1",,,,,
1,"Electrostatic Field",,,,,"GRN",,,,,
1,"Electrostatic Pummeler",,,,,"KLD",,,,,
2,"Elemental Bond",,,,,"C19",,,,,
1,"Elemental Expressionist",,,,,"STX",,,,,
1,"Elemental Masterpiece",,,,,"STX",,,,,
1,"Elemental Uprising",,,,,"JMP",,,,,
1,"Elementalist's Palette",,,,,"C21",,,,,
3,"Elephant Guide",,,,,"EMA",,,,,
1,"Elesh Norn, Grand Cenobite",,,,,"IMA",,,,,
2,"Elfhame Druid",,,,,"DOM",,,,,
1,"Eligeth, Crossroads Augur",,,,,"CMR",,,,,
2,"Eliminate",,,,,"M21",,,,,
2,"Elite Guardmage",,,,,"WAR",,,,,
1,"Elite Instructor",,,,,"THB",,,,,
1,"Elite Scaleguard",,,,,"ZNC","14",,,,
1,"Elite Scaleguard",,,,,"ZNC","14",,,,
1,"Elite Scaleguard",,,,,"MIC",,,,,
1,"Elixir of Immortality",,,,,"C21",,,,,
3,"Elixir of Immortality",,,,,"M14","209",,,,
1,"Ellywick Tumblestrum",,,,,"AFR",,,,,
1,"Elsha of the Infinite",,,,,"2X2",,,,,
1,"Elspeth, Knight-Errant",,,,,"MMA",,,,,
1,"Elspeth, Sun's Nemesis",,,,,"THB",,,,,
1,"Elturgard Ranger",,,,,"AFR",,,,,
1,"Elusive Krasis",,,,,"GK2",,,,,
1,"Elusive Tormentor // Insidious Mist",,,,,"SOI",,,,,
2,"Elven Ambush",,,,,"KHM",,,,,
1,"Elven Bow",,,,,"KHM",,,,,
1,"Elves of Deep Shadow",,,,,"GK1",,,,,
1,"Elvish Aberration",,,,,"A25","167",,,,
1,"Elvish Archdruid",,,,,"KHC",,,,,
1,"Elvish Champion",,,,,"10E",,,,,
1,"Elvish Doomsayer",,,,,"CMR",,,,,
1,"Elvish Impersonators",,,,,"UND",,,,,
1,"Elvish Mystic",,,,,"KHC",,,,,
4,"Elvish Mystic",,,,,"CMA","103",,,,
1,"Elvish Piper",,,,,"A25",,,,,
1,"Elvish Promenade",,,,,"KHC",,,,,
1,"Elvish Rejuvenator",,,,,"2X2",,,,,
1,"Elvish Rejuvenator",,,,,"ZNC","63",,,,
2,"Elvish Rejuvenator",,,,,"ZNC","63",,,,
3,"Elvish Visionary",,,,,"BBD","196",,,,
1,"Emancipation Angel",,,,,"JMP",,,,,
1,"Embalmer's Tools",,,,,"AKH",,,,,
1,"Embargo",,,,,"MMQ",,,,,
1,"Ember Hauler",,,,,"M20",,,,,
1,"Embersmith",,,,,"SOM",,,,,
1,"Emberwilde Captain",,,,,"CMR",,,,,
1,"Embodiment of Insight",,,,,"ZNC",,,,,
1,"Embodiment of Spring",,,,,"KTK",,,,,
1,"Embraal Gear-Smasher",,,,,"AER",,,,,
1,"Emcee",,,,,"UND",,,,,
1,"Emerald Medallion",,,,,"CMA",,,,,
2,"Emerge Unscathed",,,,,"IMA",,,,,
1,"Emergence Zone",,,,,"ELD",,,,,
1,"Emergence Zone",,,,,"WAR",,,,,
2,"Emergent Growth",,,,,"XLN",,,,,
1,"Emergent Sequence",,,,,"STX",,,,,
1,"Emeria Angel",,,,,"ZNC",,,,,
1,"Emeria Captain",,,,,"ZNR",,,,,
1,"Emeria Shepherd",,,,,"ZNC",,,,,
1,"Emeria, the Sky Ruin",,,,,"PLIST","287",,,,
1,"Emeria's Call // Emeria, Shattered Skyclave",,,,,"ZNR",,,,,
1,"Emissary of Grudges",,,,,"C18",,,,,
1,"Emissary of the Sleepless",,,,,"SOI",,,,,
1,"Emmara Tandris",,,,,"C19",,,,,
1,"Emmessi Tome",,,,,"EMA",,,,,
1,"Emperor's Vanguard",,,,,"XLN",,,,,
1,"Empowered Autogenerator",,,,,"C19",,,,,
1,"Empress Galina",,,,,"INV",,,,,
1,"Empty the Warrens",,,,,"DDS","15",,,,
1,"Empyreal Voyager",,,,,"KLD",,,,,
1,"Empyrean Eagle",,,,,"KHC",,,,,
1,"Empyrean Eagle",,,,,"ELD",,,,,
1,"Empyrial Armor",,,,,"VMA","25",,,,
1,"Empyrial Storm",,,,,"C18",,,,,
1,"Emrakul, the Promised End",,,,,"EMN",,,,,
1,"Emrakul's Hatcher",,,,,"ROE",,,,,
1,"Emry, Lurker of the Loch",,,,,"NEC",,,,,
1,"Enchanted Evening",,,,,"SHM",,,,,
1,"Enchanter's Bane",,,,,"C18",,,,,
1,"Enchantress's Presence",,,,,"C18","141",,,,
2,"Enclave Elite",,,,,"CNS",,,,,
1,"Encroaching Wastes",,,,,"CMR",,,,,
1,"Encroaching Wastes",,,,,"M14","227",,,,
1,"End Hostilities",,,,,"KTK",,,,,
1,"End-Raze Forerunners",,,,,"CLB",,,,,
1,"End-Raze Forerunners",,,,,"RNA","124",,,,
2,"Endless Atlas",,,,,"C18","55",,,,
1,"Endless Evil",,,,,"CLB",,,,,
1,"Endless Obedience",,,,,"ZNC",,,,,
1,"Endless One",,,,,"BFZ",,,,,
1,"Endless Sands",,,,,"C20",,,,,
1,"Endless Whispers",,,,,"5DN",,,,,
1,"Enduring Ideal",,,,,"SOK",,,,,
1,"Enduring Scalelord",,,,,"MIC",,,,,
1,"Engineered Explosives",,,,,"2XM",,,,,
1,"Engulf the Shore",,,,,"GN2",,,,,
1,"Enigma Sphinx",,,,,"C18",,,,,
1,"Enigma Thief",,,,,"ZNC",,,,,
1,"Enlarge",,,,,"JMP",,,,,
1,"Enlightened Ascetic",,,,,"ORI",,,,,
1,"Enlightened Tutor",,,,,"EMA",,,,,
1,"Enraged Ceratok",,,,,"RNA",,,,,
1,"Ensnaring Bridge",,,,,"2XM",,,,,
1,"Enter the Dungeon",,,,,"UND",,,,,
1,"Enter the God-Eternals",,,,,"WAR",,,,,
1,"Enter the Infinite",,,,,"GTC",,,,,
1,"Enthralling Hold",,,,,"M21",,,,,
1,"Enthralling Victor",,,,,"BBD",,,,,
1,"Enthusiastic Study",,,,,"STX",,,,,
1,"Entirely Normal Armchair",,,,,"UND",,,,,
1,"Entirely Normal Armchair",,,,,"UND",,,,,
1,"Entomb",,,,,"UMA",,,,,
1,"Entourage of Trest",,,,,"CMR",,,,,
1,"Entrancing Lyre",,,,,"THB",,,,,
2,"Entreat the Angels",,,,,"PLIST","17",,,,
1,"Entreat the Dead",,,,,"C18",,,,,
1,"Environmental Sciences",,,,,"STX",,,,,
1,"Eon Frolicker",,,,,"C20",,,,,
1,"Ephara, God of the Polis",,,,,"BNG",,,,,
1,"Ephara's Radiance",,,,,"BNG",,,,,
1,"Ephemerate",,,,,"H1R",,,,,
1,"Epic Confrontation",,,,,"A25",,,,,
1,"Epic Experiment",,,,,"C21",,,,,
1,"Epic Experiment",,,,,"C15","216",,,,
1,"Epicure of Blood",,,,,"C21",,,,,
1,"Epiphany Storm",,,,,"BNG",,,,,
1,"Epitaph Golem",,,,,"M21",,,,,
1,"Epochrasite",,,,,"CM2",,,,,
1,"Eradicate",,,,,"BOK",,,,,
1,"Erebos, Bleak-Hearted",,,,,"THB",,,,,
1,"Erebos, God of the Dead",,,,,"THS",,,,,
1,"Erebos's Emissary",,,,,"THS",,,,,
1,"Erebos's Intervention",,,,,"THB",,,,,
1,"Erratic Cyclops",,,,,"C21",,,,,
2,"Erratic Cyclops",,,,,"GRN","98",,,,
2,"Erratic Visionary",,,,,"JMP",,,,,
2,"Erstwhile Trooper",,,,,"GRN",,,,,
1,"Escape Velocity",,,,,"THB",,,,,
1,"Esika's Chariot",,,,,"KHM",,,,,
1,"Esior, Wardwing Familiar",,,,,"CMR",,,,,
1,"Esix, Fractal Bloom",,,,,"C21",,,,,
2,"Esper Charm",,,,,"C18",,,,,
1,"Esper Panorama",,,,,"NCC","399",,,,
1,"Esper Panorama",,,,,"C13","286",,,,
1,"Esperzoa",,,,,"MMA","43",,,,
1,"Essence Infusion",,,,,"STX",,,,,
1,"Essence Pulse",,,,,"C21",,,,,
5,"Essence Scatter",,,,,"AKR","60",,,,
1,"Estrid, the Masked",,,,,"C18",,,,,
1,"Estrid's Invocation",,,,,"C18",,,,,
1,"Etali, Primal Storm",,,,,"NCC",,,,,
1,"Etali, Primal Storm",,,,,"C21","167",,,,
1,"Etali, Primal Storm",,,,,"C21","167",,,,
1,"Etali, Primal Storm",,,,,"C20",,,,,
1,"Etched Oracle",,,,,"C16",,,,,
1,"Eternal Dragon",,,,,"C20","88",,,,
1,"Eternal Dragon",,,,,"C20",,,,,
1,"Eternal Skylord",,,,,"MIC",,,,,
1,"Eternal Taskmaster",,,,,"JMP",,,,,
2,"Eternal Thirst",,,,,"JMP",,,,,
4,"Eternal Witness",,,,,"PLIST","166",,,,
1,"Eternal Witness",,,,,"CMR",,,,,
1,"Ethercaste Knight",,,,,"MM2",,,,,
1,"Ethereal Absolution",,,,,"RNA",,,,,
1,"Ethereal Armor",,,,,"RTR","9",,,,
1,"Ethereal Forager",,,,,"C20",,,,,
1,"Ethereal Guidance",,,,,"SOI",,,,,
1,"Ethereal Valkyrie",,,,,"KHC",,,,,
1,"Etherium Sculptor",,,,,"NEC",,,,,
1,"Etherium-Horn Sorcerer",,,,,"PLIST","209",,,,
1,"Ethersworn Canonist",,,,,"2XM",,,,,
1,"Etrata, the Silencer",,,,,"GRN",,,,,
1,"Ettercap // Web Shot",,,,,"CLB",,,,,
1,"Eureka Moment",,,,,"STX",,,,,
1,"Eutropia the Twice-Favored",,,,,"THB",,,,,
1,"Evacuation",,,,,"C16",,,,,
1,"Evangel of Heliod",,,,,"KHC",,,,,
2,"Evangel of Heliod",,,,,"THS","11",,,,
4,"Evasive Action",,,,,"APC",,,,,
1,"Ever After",,,,,"C20",,,,,
1,"Ever-Watching Threshold",,,,,"C18",,,,,
2,"Everdawn Champion",,,,,"RIX",,,,,
1,"Everflame Eidolon",,,,,"BNG",,,,,
4,"Everflowing Chalice",,,,,"PLIST","254",,,,
1,"Everflowing Chalice",,,,,"CLB",,,,,
1,"Evil Eye of Orms-by-Gore",,,,,"TSB",,,,,
1,"Evil Twin",,,,,"BBD",,,,,
2,"Evincar's Justice",,,,,"CMA",,,,,
1,"Evolution Charm",,,,,"C20",,,,,
2,"Evolution Sage",,,,,"NCC",,,,,
1,"Evolution Sage",,,,,"NCC",,,,,
1,"Evolutionary Leap",,,,,"NCC",,,,,
1,"Evolving Wilds",,,,,"CLB",,,,,
3,"Evolving Wilds",,,,,"ZNC","129",,,,
1,"Evolving Wilds",,,,,"ZNC",,,,,
33,"Evolving Wilds",,,,,"ZNC","129",,,,
1,"Evolving Wilds",,,,,"ELD",,,,,
1,"Evolving Wilds",,,,,"ZNC","129",,,,
1,"Evolving Wilds",,,,,"ZNC","129",,,,
1,"Evolving Wilds",,,,,"ZNC","129",,,,
1,"Evra, Halcyon Witness",,,,,"DOM",,,,,
1,"Exalted Angel",,,,,"ONS",,,,,
1,"Exava, Rakdos Blood Witch",,,,,"DGM",,,,,
1,"Excavated Wall",,,,,"STX",,,,,
1,"Excavation",,,,,"PCY",,,,,
1,"Excavation Elephant",,,,,"DOM",,,,,
1,"Excavation Technique",,,,,"C21",,,,,
1,"Exclusion Mage",,,,,"JMP",,,,,
1,"Excoriate",,,,,"E01",,,,,
3,"Executioner's Capsule",,,,,"C16","109",,,,
1,"Exemplar of Strength",,,,,"AKR","190",,,,
1,"Exhilarating Elocution",,,,,"STX",,,,,
1,"Exotic Orchard",,,,,"NCC","400",,,,
1,"Exotic Orchard",,,,,"CLB",,,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
7,"Exotic Orchard",,,,,"C20","273",,,,
1,"Exotic Orchard",,,,,"C20",,,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"C21","288",,,,
1,"Exotic Orchard",,,,,"NCC",,,,,
1,"Exotic Orchard",,,,,"NCC",,,,,
1,"Expanded Anatomy",,,,,"STX",,,,,
4,"Expedite",,,,,"BBD","177",,,,
1,"Expedite",,,,,"CMR",,,,,
1,"Expedition Map",,,,,"MM2","213",,,,
1,"Expedition Raptor",,,,,"BBD",,,,,
1,"Expedition Skulker",,,,,"ZNR",,,,,
1,"Expel",,,,,"STX",,,,,
1,"Expel from Orazca",,,,,"RIX",,,,,
1,"Experiment Kraj",,,,,"GK2",,,,,
1,"Experiment One",,,,,"2X2",,,,,
1,"Experimental Frenzy",,,,,"GRN",,,,,
1,"Experimental Overload",,,,,"M21",,,,,
1,"Exploration",,,,,"CNS","164",,,,
1,"Explore",,,,,"CMR",,,,,
3,"Explore",,,,,"JMP","393",,,,
1,"Explore",,,,,"CMR","426",,,,
1,"Explore",,,,,"NCC",,,,,
1,"Explorer's Scope",,,,,"CMR","461",,,,
2,"Explorer's Scope",,,,,"CNS","198",,,,
1,"Explorer's Scope",,,,,"CMR","461",,,,
1,"Explosion of Riches",,,,,"CMR",,,,,
2,"Explosive Apparatus",,,,,"M19",,,,,
4,"Explosive Vegetation",,,,,"C18",,,,,
1,"Exponential Growth",,,,,"STX",,,,,
1,"Expressive Iteration",,,,,"STX",,,,,
1,"Expressive Iteration",,,,,"STX",,,,,
1,"Expropriate",,,,,"CN2",,,,,
1,"Exquisite Huntmaster",,,,,"CMR",,,,,
1,"Exsanguinate",,,,,"SOM",,,,,
2,"Extinguish All Hope",,,,,"JOU",,,,,
1,"Extortion",,,,,"MMQ",,,,,
1,"Extract Brain",,,,,"AFC",,,,,
1,"Extract from Darkness",,,,,"2X2",,,,,
1,"Extract from Darkness",,,,,"CLB",,,,,
2,"Extract from Darkness",,,,,"2X2",,,,,
1,"Extractor Demon",,,,,"CM2",,,,,
1,"Extraplanar Lens",,,,,"MRD",,,,,
1,"Extricator of Sin // Extricator of Flesh",,,,,"EMN",,,,,
1,"Extus, Oriq Overlord // Awaken the Blood Avatar",,,,,"STX",,,,,
1,"Eye of the Storm",,,,,"PLIST","57",,,,
1,"Eye of Ugin",,,,,"MM2",,,,,
1,"Eyeblight Assassin",,,,,"CMR",,,,,
1,"Eyeblight Assassin",,,,,"BBD","143",,,,
2,"Eyeblight Cullers",,,,,"KHC",,,,,
3,"Eyeblight Massacre",,,,,"KHC",,,,,
2,"Eyeblight's Ending",,,,,"2X2",,,,,
1,"Eyes in the Skies",,,,,"MM3",,,,,
1,"Eyes of the Beholder",,,,,"AFR",,,,,
1,"Eyes of the Wisent",,,,,"LRW",,,,,
1,"Eyetwitch",,,,,"STX",,,,,
1,"Ezuri's Archers",,,,,"SOM",,,,,
1,"Ezuri's Predation",,,,,"CLB",,,,,
1,"Ezuri's Predation",,,,,"C15","36",,,,
1,"Ezzaroot Channeler",,,,,"C21",,,,,
4,"Fabled Passage",,,,,"M21",,,,,
2,"Fabricate",,,,,"M10","52",,,,
1,"Fabricate",,,,,"PLIST","58",,,,
1,"Fabrication Module",,,,,"KLD",,,,,
1,"Faceless One",,,,,"CLB",,,,,
1,"Fact or Fiction",,,,,"CLB",,,,,
1,"Fact or Fiction",,,,,"ZNC",,,,,
6,"Fact or Fiction",,,,,"NCC",,,,,
1,"Fact or Fiction",,,,,"NCC",,,,,
1,"Fade into Antiquity",,,,,"NEO",,,,,
1,"Faeburrow Elder",,,,,"ELD",,,,,
1,"Faerie Aerie",,,,,"UST",,,,,
2,"Faerie Conclave",,,,,"CMA",,,,,
2,"Faerie Mechanist",,,,,"MM2","44",,,,
1,"Faerie Trickery",,,,,"LRW",,,,,
1,"Faerie Vandal",,,,,"SNC",,,,,
1,"Failed Inspection",,,,,"KLD",,,,,
1,"Fain, the Broker",,,,,"C21",,,,,
2,"Fairgrounds Warden",,,,,"KLD",,,,,
1,"Faith of the Devoted",,,,,"C19",,,,,
1,"Faith Unbroken",,,,,"CMR",,,,,
5,"Faith's Fetters",,,,,"M21","17",,,,
1,"Faith's Fetters",,,,,"CMR",,,,,
1,"Faith's Reward",,,,,"CN2",,,,,
1,"Faith's Shield",,,,,"DKA",,,,,
5,"Faithless Looting",,,,,"C19","140",,,,
1,"Faithless Looting",,,,,"C21",,,,,
1,"Faithless Looting",,,,,"C21",,,,,
1,"Faithless Looting",,,,,"C21",,,,,
1,"Falconer Adept",,,,,"M21",,,,,
1,"Falkenrath Aristocrat",,,,,"MM3","163",,,,
1,"Falkenrath Gorger",,,,,"VOC",,,,,
1,"Falkenrath Gorger",,,,,"VOC",,,,,
1,"Falkenrath Noble",,,,,"VOC",,,,,
1,"Fall from Favor",,,,,"CMR",,,,,
4,"Fall of the Hammer",,,,,"CM2",,,,,
1,"Fall of the Impostor",,,,,"KHM",,,,,
1,"Fall of the Thran",,,,,"DOM",,,,,
1,"Fallen Angel",,,,,"A25",,,,,
1,"Fallen Shinobi",,,,,"NCC","338",,,,
1,"Falthis, Shadowcat Familiar",,,,,"CMR",,,,,
1,"Famished Paladin",,,,,"RIX",,,,,
1,"Fan Bearer",,,,,"AKR","17",,,,
1,"Fan Favorite",,,,,"BBD",,,,,
2,"Fanatical Firebrand",,,,,"JMP",,,,,
1,"Fang Dragon // Forktail Sweep",,,,,"CLB",,,,,
1,"Far // Away",,,,,"DGM",,,,,
1,"Far Wanderings",,,,,"ZNC",,,,,
1,"Far Wanderings",,,,,"ZNC",,,,,
1,"Farbog Revenant",,,,,"SOI",,,,,
2,"Farhaven Elf",,,,,"C18","146",,,,
2,"Farhaven Elf",,,,,"KHC",,,,,
1,"Farideh, Devil's Chosen",,,,,"AFR",,,,,
1,"Farideh's Fireball",,,,,"AFR",,,,,
1,"Farm // Market",,,,,"AKR","236",,,,
1,"Farmstead Gleaner",,,,,"MH1",,,,,
1,"Farseek",,,,,"NCC",,,,,
5,"Farseek",,,,,"C19","165",,,,
1,"Farsight Mask",,,,,"MRD",,,,,
1,"Fascination",,,,,"FRF",,,,,
2,"Fatal Push",,,,,"AER","57",,,,
1,"Fate Unraveler",,,,,"C15",,,,,
2,"Fated Retribution",,,,,"BNG",,,,,
1,"Fated Return",,,,,"ZNC",,,,,
1,"Fated Return",,,,,"ZNC",,,,,
1,"Fateful Showdown",,,,,"KLD",,,,,
1,"Fates' Reversal",,,,,"AFR",,,,,
1,"Fatespinner",,,,,"FMB1",,,,,
1,"Fathom Feeder",,,,,"BFZ",,,,,
1,"Fathom Fleet Swordjack",,,,,"CMR",,,,,
2,"Fathom Mage",,,,,"PLIST","211",,,,
1,"Fathom Mage",,,,,"CMR",,,,,
1,"Faultgrinder",,,,,"LRW",,,,,
1,"Fauna Shaman",,,,,"UMA",,,,,
1,"Favorable Winds",,,,,"XLN",,,,,
1,"Fblthp, the Lost",,,,,"WAR","50",,,,
1,"Fearless Fledgling",,,,,"ZNR",,,,,
3,"Fearless Halberdier",,,,,"M20",,,,,
1,"Fearless Liberator",,,,,"KHM",,,,,
1,"Fearless Pup",,,,,"KHM",,,,,
2,"Fearsome Temper",,,,,"BNG",,,,,
1,"Feast of Sanity",,,,,"MH2",,,,,
2,"Feast of Succession",,,,,"CMR",,,,,
1,"Feat of Resistance",,,,,"M21",,,,,
1,"Feather, the Redeemed",,,,,"WAR","197",,,,
1,"Fecundity",,,,,"UMA",,,,,
1,"Feed the Serpent",,,,,"KHM",,,,,
1,"Feed the Swarm",,,,,"CLB",,,,,
1,"Feed the Swarm",,,,,"NCC",,,,,
1,"Feed the Swarm",,,,,"NCC",,,,,
1,"Feign Death",,,,,"AFR",,,,,
1,"Feisty Stegosaurus",,,,,"UST",,,,,
2,"Feldon of the Third Path",,,,,"C21",,,,,
1,"Feldon of the Third Path",,,,,"C19","141",,,,
1,"Feldon's Cane",,,,,"TSB",,,,,
3,"Felidar Guardian",,,,,"AER",,,,,
2,"Felidar Retreat",,,,,"NCC",,,,,
2,"Felidar Sovereign",,,,,"BFZ",,,,,
1,"Felidar Umbra",,,,,"PC2","6",,,,
1,"Feline Sovereign",,,,,"M21",,,,,
1,"Felisa, Fang of Silverquill",,,,,"CLB",,,,,
1,"Felisa, Fang of Silverquill",,,,,"CLB",,,,,
1,"Fell Specter",,,,,"JMP",,,,,
1,"Fell the Mighty",,,,,"NCC",,,,,
1,"Fell the Pheasant",,,,,"ELD",,,,,
1,"Fellwar Stone",,,,,"NCC","367",,,,
1,"Fellwar Stone",,,,,"NCC",,,,,
1,"Fellwar Stone",,,,,"CM2","189",,,,
1,"Fellwar Stone",,,,,"CM2","189",,,,
3,"Fellwar Stone",,,,,"PLIST","255",,,,
3,"Feral Hydra",,,,,"JMP",,,,,
1,"Feral Invocation",,,,,"JMP",,,,,
3,"Fertile Ground",,,,,"C18","147",,,,
1,"Fertile Ground",,,,,"C18","147",,,,
1,"Fertile Thicket",,,,,"BFZ",,,,,
2,"Fertilid",,,,,"NEC",,,,,
3,"Fertilid",,,,,"NEC",,,,,
1,"Fervent Denial",,,,,"C19",,,,,
1,"Fervent Mastery",,,,,"STX",,,,,
2,"Fervent Strike",,,,,"DOM",,,,,
1,"Fervor",,,,,"M13",,,,,
2,"Festercreep",,,,,"CM2",,,,,
1,"Festering Newt",,,,,"JMP",,,,,
1,"Fetid Heath",,,,,"NCC","401",,,,
2,"Fetid Imp",,,,,"M21",,,,,
1,"Feudkiller's Verdict",,,,,"MMA",,,,,
1,"Fevered Suspicion",,,,,"AFC",,,,,
1,"Fevered Visions",,,,,"SOI",,,,,
1,"Fey Steed",,,,,"AFC",,,,,
1,"Field Creeper",,,,,"M19",,,,,
6,"Field of Ruin",,,,,"THB","242",,,,
4,"Field of the Dead",,,,,"M20",,,,,
1,"Field Research",,,,,"ZNR",,,,,
1,"Field Trip",,,,,"STX",,,,,
1,"Fiend Binder",,,,,"GN2",,,,,
2,"Fiend Hunter",,,,,"UMA",,,,,
1,"Fiend of the Shadows",,,,,"DKA","62",,,,
1,"Fiendlash",,,,,"AFC",,,,,
6,"Fierce Empath",,,,,"M21",,,,,
1,"Fierce Guardianship",,,,,"C20",,,,,
1,"Fiery Cannonade",,,,,"CMR",,,,,
1,"Fiery Confluence",,,,,"SS3",,,,,
1,"Fiery Emancipation",,,,,"M21",,,,,
1,"Fiery Encore",,,,,"C21",,,,,
1,"Fiery Fall",,,,,"2X2",,,,,
1,"Fiery Finish",,,,,"M19",,,,,
1,"Fiery Gambit",,,,,"FMB1",,,,,
1,"Fiery Hellhound",,,,,"ORI",,,,,
1,"Fiery Intervention",,,,,"DOM",,,,,
4,"Fiery Temper",,,,,"C19",,,,,
1,"Fifty Feet of Rope",,,,,"AFR",,,,,
1,"Fight with Fire",,,,,"DOM",,,,,
1,"Filigree Familiar",,,,,"CMR",,,,,
1,"Fill with Fright",,,,,"BBD",,,,,
1,"Fin-Clade Fugitives",,,,,"CMR",,,,,
4,"Final Death",,,,,"THB",,,,,
1,"Final Flare",,,,,"THB",,,,,
1,"Final Fortune",,,,,"7ED",,,,,
2,"Final Parting",,,,,"DOM",,,,,
1,"Final Payment",,,,,"RNA",,,,,
1,"Finale of Devastation",,,,,"WAR",,,,,
1,"Finale of Revelation",,,,,"WAR",,,,,
1,"Find // Finality",,,,,"C20",,,,,
1,"Find // Finality",,,,,"C20",,,,,
2,"Find the Path",,,,,"AFR",,,,,
1,"Finders, Keepers",,,,,"UST",,,,,
1,"Finest Hour",,,,,"C18",,,,,
1,"Finishing Blow",,,,,"M21",,,,,
2,"Fire // Ice",,,,,"UMA","225",,,,
1,"Fire Covenant",,,,,"ICE",,,,,
4,"Fire Diamond",,,,,"CLB",,,,,
2,"Fire Diamond",,,,,"CM2","190",,,,
1,"Fire Diamond",,,,,"CLB",,,,,
4,"Fire Urchin",,,,,"GRN",,,,,
1,"Fire Whip",,,,,"TSB",,,,,
1,"Fireball",,,,,"CLB",,,,,
1,"Fireblade Charger",,,,,"ZNR",,,,,
1,"Firebolt",,,,,"MH1",,,,,
1,"Firefist Adept",,,,,"DOM",,,,,
1,"Fireflux Squad",,,,,"C20",,,,,
1,"Firemane Angel",,,,,"GK1",,,,,
1,"Firemane Avenger",,,,,"GK1",,,,,
2,"Firemind Vessel",,,,,"2X2",,,,,
1,"Firemind's Research",,,,,"GRN",,,,,
3,"Fires of Yavimaya",,,,,"VMA","252",,,,
1,"Fireshrieker",,,,,"NEC",,,,,
2,"Fireshrieker",,,,,"CNS","199",,,,
1,"Firewake Sliver",,,,,"TSP","238",,,,
1,"Firja, Judge of Valor",,,,,"KHM",,,,,
1,"Firja's Retribution",,,,,"CLB",,,,,
1,"First Day of Class",,,,,"STX",,,,,
1,"First Pick",,,,,"UST",,,,,
1,"First Responder",,,,,"NCC",,,,,
2,"First Response",,,,,"M15","12",,,,
1,"First Response",,,,,"CMR",,,,,
1,"Fissure Wizard",,,,,"ZNR",,,,,
1,"Fist of Suns",,,,,"C17",,,,,
1,"Fists of Flame",,,,,"CMR",,,,,
1,"Five-Alarm Fire",,,,,"GTC",,,,,
1,"Five-Finger Discount",,,,,"UST",,,,,
