amount,card_name,is_foil,is_pinned,set_id,set_code,collector_number,language,condition,comment,added
1,"Enlightened Ascetic",,,"","","","","","",""
1,"Enraged Ceratok",,,"","","","","","",""
1,"Enter the Dungeon",,,"","UND","","","","",""
1,"Enter the God-Eternals",,,"","","","","","",""
1,"Enthralling Hold",,,"","","","","","",""
1,"Enthralling Victor",,,"","","","","","",""
1,"Entirely Normal Armchair",,,"","","","","","",""
1,"Entirely Normal Armchair",,,"","UND","","","","",""
1,"Entomb",,,"","","","","","",""
1,"Entrancing Lyre",,,"","","","","","",""
2,"Entreat the Angels",,,"","","","","","",""
1,"Entreat the Dead",,,"","","","","","",""
1,"Eon Frolicker",,,"","C20","","","","",""
1,"Ephara's Radiance",,,"","","","","","",""
1,"Ephemerate",,,"","","","","","",""
1,"Epic Confrontation",,,"","","","","","",""
1,"Epic Experiment",,,"","","","","","",""
1,"Epiphany Storm",,,"","","","","","",""
1,"Epitaph Golem",,,"","","","","","",""
1,"Epochrasite",,,"","","","","","",""
1,"Eradicate",,,"","","","","","",""
1,"Erebos, Bleak-Hearted",,,"","","","","","",""
1,"Erebos's Emissary",,,"","","","","","",""
1,"Erebos's Intervention",,,"","","","","","",""
2,"Erratic Cyclops",,,"","","","","","",""
2,"Erratic Visionary",,,"","","","","","",""
2,"Erstwhile Trooper",,,"","","","","","",""
1,"Escape Velocity",,,"","","","","","",""
2,"Esper Charm",,,"","","","","","",""
1,"Esperzoa",,,"","","","","","",""
5,"Essence Scatter",,,"","","","","","",""
1,"Estrid, the Masked",,,"","C18","","","","",""
1,"Estrid's Invocation",,,"","","","","","",""
1,"Etali, Primal Storm",,,"","C20","","","","",""
1,"Etched Oracle",,,"","","","","","",""
1,"Eternal Dragon",,,"","C20","","","","",""
1,"Eternal Skylord",,,"","","","","","",""
1,"Eternal Taskmaster",,,"","","","","","",""
2,"Eternal Thirst",,,"","","","","","",""
4,"Eternal Witness",,,"","","","","","",""
1,"Ethercaste Knight",,,"","","","","","",""
1,"Ethereal Absolution",,,"","","","","","",""
1,"Ethereal Armor",,,"","","","","","",""
1,"Ethereal Forager",,,"","C20","","","","",""
1,"Ethereal Guidance",,,"","","","","","",""
1,"Etherium Sculptor",,,"","","","","","",""
1,"Etherium-Horn Sorcerer",,,"","","","","","",""
1,"Etrata, the Silencer",,,"","","","","","",""
1,"Eutropia the Twice-Favored",,,"","","","","","",""
2,"Evangel of Heliod",,,"","","","","","",""
4,"Evasive Action",,,"","","","","","",""
1,"Ever After",,,"","C20","","","","",""
1,"Ever-Watching Threshold",,,"","","","","","",""
2,"Everdawn Champion",,,"","","","","","",""
1,"Everflame Eidolon",,,"","","","","","",""
4,"Everflowing Chalice",,,"","","","","","",""
1,"Evil Twin",,,"","","","","","",""
2,"Evincar's Justice",,,"","","","","","",""
1,"Evolution Charm",,,"","C20","","","","",""
2,"Evolution Sage",,,"","","","","","",""
33,"Evolving Wilds",,,"","","","","","",""
1,"Evolving Wilds",,,"","ELD","","","","",""
1,"Evra, Halcyon Witness",,,"","","","","","",""
1,"Exalted Angel",,,"","","","","","",""
1,"Exava, Rakdos Blood Witch",,,"","","","","","",""
1,"Excavation",,,"","","","","","",""
1,"Excavation Elephant",,,"","","","","","",""
1,"Exclusion Mage",,,"","","","","","",""
1,"Excoriate",,,"","","","","","",""
3,"Executioner's Capsule",,,"","","","","","",""
1,"Exemplar of Strength",,,"","","","","","",""
7,"Exotic Orchard",,,"","","","","","",""
1,"Exotic Orchard",,,"","C20","","","","",""
4,"Expedite",,,"","","","","","",""
1,"Expedition Map",,,"","","","","","",""
1,"Expedition Raptor",,,"","","","","","",""
1,"Expel from Orazca",,,"","","","","","",""
1,"Experiment Kraj",,,"","","","","","",""
1,"Experiment One",,,"","","","","","",""
1,"Experimental Frenzy",,,"","","","","","",""
1,"Experimental Overload",,,"","","","","","",""
1,"Exploration",,,"","","","","","",""
3,"Explore",,,"","","","","","",""
2,"Explorer's Scope",,,"","","","","","",""
2,"Explosive Apparatus",,,"","","","","","",""
4,"Explosive Vegetation",,,"","","","","","",""
1,"Expropriate",,,"","","","","","",""
2,"Extinguish All Hope",,,"","","","","","",""
2,"Extract from Darkness",,,"","","","","","",""
1,"Extractor Demon",,,"","","","","","",""
1,"Extricator of Sin // Extricator of Flesh",,,"","","","","","",""
1,"Eye of the Storm",,,"","","","","","",""
1,"Eyeblight Assassin",,,"","","","","","",""
2,"Eyeblight's Ending",,,"","","","","","",""
1,"Eyes in the Skies",,,"","","","","","",""
1,"Eyes of the Wisent",,,"","","","","","",""
1,"Ezuri's Archers",,,"","","","","","",""
1,"Ezuri's Predation",,,"","","","","","",""
1,"Fabricate",,,"","","","","","",""
1,"Fabrication Module",,,"","","","","","",""
6,"Fact or Fiction",,,"","","","","","",""
1,"Fade into Antiquity",,,"","","","","","",""
1,"Faeburrow Elder",,,"","","","","","",""
1,"Faerie Aerie",,,"","","","","","",""
2,"Faerie Conclave",,,"","","","","","",""
2,"Faerie Mechanist",,,"","","","","","",""
1,"Faerie Trickery",,,"","","","","","",""
1,"Failed Inspection",,,"","","","","","",""
2,"Fairgrounds Warden",,,"","","","","","",""
1,"Faith of the Devoted",,,"","","","","","",""
5,"Faith's Fetters",,,"","","","","","",""
1,"Faith's Shield",,,"","","","","","",""
5,"Faithless Looting",,,"","","","","","",""
1,"Falconer Adept",,,"","","","","","",""
1,"Falkenrath Aristocrat",,,"","","","","","",""
1,"Falkenrath Gorger",,,"","","","","","",""
4,"Fall of the Hammer",,,"","","","","","",""
1,"Fall of the Thran",,,"","","","","","",""
1,"Fallen Angel",,,"","","","","","",""
1,"Famished Paladin",,,"","","","","","",""
1,"Fan Bearer",,,"","","","","","",""
1,"Fan Favorite",,,"","","","","","",""
2,"Fanatical Firebrand",,,"","","","","","",""
1,"Far // Away",,,"","","","","","",""
1,"Far Wanderings",,,"","","","","","",""
1,"Farbog Revenant",,,"","","","","","",""
2,"Farhaven Elf",,,"","","","","","",""
1,"Farm // Market",,,"","","","","","",""
1,"Farmstead Gleaner",,,"","","","","","",""
5,"Farseek",,,"","","","","","",""
1,"Farsight Mask",,,"","","","","","",""
1,"Fascination",,,"","","","","","",""
2,"Fatal Push",,,"","","","","","",""
1,"Fate Unraveler",,,"","","","","","",""
2,"Fated Retribution",,,"","","","","","",""
1,"Fated Return",,,"","","","","","",""
1,"Fateful Showdown",,,"","","","","","",""
1,"Fatespinner",,,"","","","","","",""
1,"Fathom Feeder",,,"","","","","","",""
2,"Fathom Mage",,,"","","","","","",""
1,"Faultgrinder",,,"","","","","","",""
1,"Fauna Shaman",,,"","","","","","",""
1,"Favorable Winds",,,"","","","","","",""
1,"Fblthp, the Lost",,,"","","","","","",""
3,"Fearless Halberdier",,,"","","","","","",""
2,"Fearsome Temper",,,"","","","","","",""
1,"Feat of Resistance",,,"","","","","","",""
1,"Feather, the Redeemed",,,"","","","","","",""
1,"Fecundity",,,"","","","","","",""
1,"Feisty Stegosaurus",,,"","","","","","",""
1,"Feldon of the Third Path",,,"","","","","","",""
1,"Feldon's Cane",,,"","","","","","",""
3,"Felidar Guardian",,,"","","","","","",""
2,"Felidar Sovereign",,,"","","","","","",""
1,"Felidar Umbra",,,"","","","","","",""
1,"Feline Sovereign",,,"","","","","","",""
1,"Fell Specter",,,"","","","","","",""
1,"Fell the Mighty",,,"","","","","","",""
1,"Fell the Pheasant",,,"","","","","","",""
3,"Fellwar Stone",,,"","","","","","",""
3,"Feral Hydra",,,"","","","","","",""
1,"Feral Invocation",,,"","","","","","",""
3,"Fertile Ground",,,"","","","","","",""
1,"Fertile Thicket",,,"","","","","","",""
3,"Fertilid",,,"","","","","","",""
1,"Fervent Denial",,,"","","","","","",""
2,"Fervent Strike",,,"","","","","","",""
1,"Fervor",,,"","","","","","",""
2,"Festercreep",,,"","","","","","",""
1,"Festering Newt",,,"","","","","","",""
2,"Fetid Imp",,,"","","","","","",""
1,"Feudkiller's Verdict",,,"","","","","","",""
1,"Fevered Visions",,,"","","","","","",""
1,"Field Creeper",,,"","","","","","",""
6,"Field of Ruin",,,"","","","","","",""
1,"Fiend Binder",,,"","","","","","",""
2,"Fiend Hunter",,,"","","","","","",""
6,"Fierce Empath",,,"","","","","","",""
1,"Fierce Guardianship",,,"","C20","","","","",""
1,"Fiery Confluence",,,"","","","","","",""
1,"Fiery Emancipation",,,"","","","","","",""
1,"Fiery Finish",,,"","","","","","",""
1,"Fiery Gambit",,,"","","","","","",""
1,"Fiery Hellhound",,,"","","","","","",""
1,"Fiery Intervention",,,"","","","","","",""
4,"Fiery Temper",,,"","","","","","",""
1,"Fight with Fire",,,"","","","","","",""
1,"Fill with Fright",,,"","","","","","",""
4,"Final Death",,,"","","","","","",""
1,"Final Flare",,,"","","","","","",""
1,"Final Fortune",,,"","","","","","",""
2,"Final Parting",,,"","","","","","",""
1,"Final Payment",,,"","","","","","",""
1,"Finale of Revelation",,,"","","","","","",""
1,"Find // Finality",,,"","C20","","","","",""
1,"Find // Finality",,,"","","","","","",""
1,"Finders, Keepers",,,"","","","","","",""
1,"Finest Hour",,,"","","","","","",""
1,"Finishing Blow",,,"","","","","","",""
2,"Fire // Ice",,,"","","","","","",""
2,"Fire Diamond",,,"","","","","","",""
4,"Fire Urchin",,,"","","","","","",""
1,"Fire Whip",,,"","","","","","",""
1,"Fireball",,,"","","","","","",""
1,"Firebolt",,,"","","","","","",""
1,"Firefist Adept",,,"","","","","","",""
1,"Fireflux Squad",,,"","C20","","","","",""
1,"Firemane Angel",,,"","","","","","",""
1,"Firemane Avenger",,,"","","","","","",""
2,"Firemind Vessel",,,"","","","","","",""
1,"Firemind's Research",,,"","","","","","",""
3,"Fires of Yavimaya",,,"","","","","","",""
2,"Fireshrieker",,,"","","","","","",""
1,"Firewake Sliver",,,"","","","","","",""
1,"First Pick",,,"","","","","","",""
2,"First Response",,,"","","","","","",""
1,"Fist of Suns",,,"","","","","","",""
1,"Five-Alarm Fire",,,"","","","","","",""
1,"Five-Finger Discount",,,"","","","","","",""
1,"Flame Jab",,,"","","","","","",""
1,"Flame-Kin Zealot",,,"","","","","","",""
1,"Flameblast Dragon",,,"","","","","","",""
2,"Flamekin Village",,,"","","","","","",""
1,"Flamerush Rider",,,"","","","","","",""
1,"Flames of the Raze-Boar",,,"","","","","","",""
1,"Flameshot",,,"","","","","","",""
1,"Flametongue Kavu",,,"","","","","","",""
1,"Flamewave Invoker",,,"","","","","","",""
1,"Flamewright",,,"","","","","","",""
2,"Flaring Flame-Kin",,,"","","","","","",""
1,"Flavor Judge",,,"","UND","","","","",""
1,"Flawless Maneuver",,,"","C20","","","","",""
1,"Flayer Husk",,,"","","","","","",""
1,"Flayer of the Hatebound",,,"","","","","","",""
1,"Flaying Tendrils",,,"","","","","","",""
1,"Fleecemane Lion",,,"","","","","","",""
1,"Fleet Swallower",,,"","","","","","",""
2,"Fleetfeather Sandals",,,"","","","","","",""
1,"Fleetwheel Cruiser",,,"","","","","","",""
1,"Flensermite",,,"","","","","","",""
1,"Flesh to Dust",,,"","","","","","",""
1,"Flesh-Eater Imp",,,"","","","","","",""
1,"Fleshbag Marauder",,,"","","","","","",""
2,"Flicker of Fate",,,"","","","","","",""
1,"Flickerform",,,"","","","","","",""
2,"Flickerwisp",,,"","","","","","",""
2,"Flight of Fancy",,,"","","","","","",""
1,"Fling",,,"","","","","","",""
1,"Flooded Grove",,,"","","","","","",""
1,"Flooded Strand",,,"","","","","","",""
1,"Flourishing Defenses",,,"","","","","","",""
1,"Flowstone Blade",,,"","","","","","",""
1,"Fluctuator",,,"","C20","","","","",""
2,"Flux Channeler",,,"","","","","","",""
1,"Fluxcharger",,,"","","","","","",""
1,"Flying Crane Technique",,,"","","","","","",""
3,"Fog",,,"","","","","","",""
2,"Fog Bank",,,"","","","","","",""
1,"Fogwalker",,,"","","","","","",""
3,"Foil",,,"","","","","","",""
1,"Followed Footsteps",,,"","","","","","",""
1,"Font of Mythos",,,"","","","","","",""
1,"Font of Return",,,"","","","","","",""
1,"Foot Soldiers",,,"","","","","","",""
1,"Footlight Fiend",,,"","","","","","",""
4,"Forbid",,,"","","","","","",""
1,"Forbidden Alchemy",,,"","","","","","",""
1,"Forbidden Orchard",,,"","","","","","",""
1,"Force of Will",,,"","","","","","",""
2,"Forced Landing",,,"","","","","","",""
2,"Forebear's Blade",,,"","","","","","",""
1,"Forerunner of the Coalition",,,"","","","","","",""
1,"Forerunner of the Empire",,,"","","","","","",""
2,"Forerunner of the Heralds",,,"","","","","","",""
1,"Forest",,,"","UND","95","","","",""
1,"Forest",,,"","UND","96","","","",""
1,"Forever Young",,,"","","","","","",""
4,"Forge of Heroes",,,"","","","","","",""
1,"Forgotten Ancient",,,"","","","","","",""
8,"Forgotten Cave",,,"","","","","","",""
1,"Forgotten Cave",,,"","C20","","","","",""
1,"Fork in the Road",,,"","","","","","",""
1,"Forlorn Pseudamma",,,"","","","","","",""
1,"Form of the Dinosaur",,,"","","","","","",""
1,"Form of the Dragon",,,"","","","","","",""
3,"Forsake the Worldly",,,"","","","","","",""
9,"Forsaken Sanctuary",,,"","","","","","",""
1,"Fortify",,,"","","","","","",""
2,"Fortuitous Find",,,"","","","","","",""
1,"Fortunate Few",,,"","","","","","",""
1,"Fortune's Favor",,,"","","","","","",""
12,"Foul Orchard",,,"","","","","","",""
1,"Foundry Champion",,,"","","","","","",""
1,"Foundry Inspector",,,"","","","","","",""
2,"Foundry of the Consuls",,,"","","","","","",""
2,"Foundry Street Denizen",,,"","","","","","",""
1,"Fractured Identity",,,"","","","","","",""
1,"Fractured Loyalty",,,"","","","","","",""
1,"Fragmentize",,,"","","","","","",""
1,"Frankie Peanuts",,,"","UND","","","","",""
2,"Frantic Search",,,"","","","","","",""
1,"Frantic Search",,,"","C20","","","","",""
1,"Free-Range Chicken",,,"","UND","","","","",""
1,"Frenzied Goblin",,,"","","","","","",""
2,"Frenzied Rage",,,"","","","","","",""
1,"Fresh Meat",,,"","","","","","",""
1,"Fretwork Colony",,,"","","","","","",""
1,"Freyalise, Llanowar's Fury",,,"","","","","","oversize",""
1,"Frilled Deathspitter",,,"","","","","","",""
1,"Frilled Mystic",,,"","","","","","",""
2,"Frogify",,,"","","","","","",""
1,"Frogify",,,"","ELD","","","","",""
1,"Frogmite",,,"","","","","","",""
1,"Frogtosser Banneret",,,"","","","","","",""
1,"From Under the Floorboards",,,"","","","","","",""
3,"Frontier Bivouac",,,"","","","","","",""
1,"Frontier Bivouac",,,"","C20","","","","",""
1,"Frontier Mastodon",,,"","","","","","",""
1,"Frontier Siege",,,"","","","","","",""
1,"Frontier Warmonger",,,"","C20","","","","",""
1,"Frontline Medic",,,"","C20","","","","",""
1,"Frost Breath",,,"","","","","","",""
1,"Fruit of Tizerus",,,"","","","","","",""
1,"Fuel for the Cause",,,"","","","","","",""
1,"Full Flowering",,,"","","","","","",""
1,"Fulminator Mage",,,"","","","","","",""
1,"Fumble",,,"","","","","","",""
1,"Fume Spitter",,,"","","","","","",""
1,"Fumigate",,,"","","","","","",""
1,"Fumiko the Lowblood",,,"","","","","","",""
1,"Fumiko the Lowblood",,,"","C20","","","","",""
2,"Funeral Rites",,,"","","","","","",""
1,"Fungal Infection",,,"","","","","","",""
2,"Fungal Plots",,,"","","","","","",""
2,"Fungal Rebirth",,,"","","","","","",""
2,"Fungus Sliver",,,"","","","","","",""
1,"Fungusaur",,,"","","","","","",""
1,"Furious Assault",,,"","","","","","",""
2,"Furious Rise",,,"","","","","","",""
1,"Furnace Celebration",,,"","","","","","",""
1,"Furnace Whelp",,,"","","","","","",""
1,"Furor of the Bitten",,,"","","","","","",""
1,"Fury Charm",,,"","","","","","",""
1,"Fury Storm",,,"","","","","","",""
1,"Fusion Elemental",,,"","","","","","",""
1,"Future Sight",,,"","","","","","",""
1,"Fyndhorn Elves",,,"","","","","","",""
1,"Gaddock Teeg",,,"","","","","","",""
1,"Gadrak, the Crown-Scourge",,,"","","","","","",""
1,"Gaea's Anthem",,,"","","","","","",""
2,"Gaea's Blessing",,,"","","","","","",""
1,"Gaea's Cradle",,,"","","","","","",""
1,"Gaea's Herald",,,"","","","","","",""
1,"Gaea's Revenge",,,"","","","","","",""
1,"Gale Swooper",,,"","","","","","",""
1,"Galerider Sliver",,,"","","","","","",""
1,"Gallant Cavalry",,,"","","","","","",""
1,"Gallia of the Endless Dance",,,"","","","","","",""
2,"Galloping Lizrog",,,"","","","","","",""
2,"Galvanic Blast",,,"","","","","","",""
1,"Galvanoth",,,"","","","","","",""
2,"Gamble",,,"","","","","","",""
1,"Game Plan",,,"","","","","","",""
1,"Game-Trail Changeling",,,"","","","","","",""
2,"Gamekeeper",,,"","","","","","",""
2,"Gang of Devils",,,"","","","","","",""
2,"Gang Up",,,"","","","","","",""
1,"Gargoyle Castle",,,"","","","","","",""
1,"Gargoyle Sentinel",,,"","","","","","",""
2,"Garna, the Bloodflame",,,"","","","","","",""
1,"Garna, the Bloodflame",,,"","C20","","","","",""
1,"Garruk, Primal Hunter",,,"","","","","","",""
1,"Garruk's Horde",,,"","","","","","",""
1,"Garruk's Packleader",,,"","","","","","",""
1,"Garruk's Uprising",,,"","","","","","",""
1,"Gaseous Form",,,"","","","","","",""
1,"Gate to the Aether",,,"","","","","","",""
1,"Gate to the Afterlife",,,"","","","","","",""
6,"Gateway Plaza",,,"","","","","","",""
1,"Gather Courage",,,"","","","","","",""
1,"Gavi, Nest Warden",,,"","C20","","","","",""
1,"Gavony Township",,,"","C20","","","","",""
2,"Gaze of Granite",,,"","","","","","",""
1,"Gaze of Granite",,,"","C20","","","","",""
2,"Geier Reach Sanitarium",,,"","","","","","",""
1,"Geist of the Lonely Vigil",,,"","","","","","",""
1,"Geist of the Moors",,,"","","","","","",""
1,"Geist-Honored Monk",,,"","","","","","",""
1,"Geistcatcher's Rig",,,"","","","","","",""
1,"Gelatinous Genesis",,,"","","","","","",""
1,"Gelectrode",,,"","","","","","",""
1,"Gemhide Sliver",,,"","","","","","",""
2,"Gempalm Incinerator",,,"","","","","","",""
2,"Generator Servant",,,"","","","","","",""
1,"Genesis Chamber",,,"","","","","","",""
2,"Genesis Hydra",,,"","","","","","",""
1,"Genesis Hydra",,,"","C20","","","","",""
1,"Genesis Storm",,,"","","","","","",""
1,"Genetic Recombinator",,,"","","","","","",""
2,"Geode Golem",,,"","","","","","",""
1,"Geomancer's Gambit",,,"","","","","","",""
1,"Gerrard, Weatherlight Hero",,,"","","","","","",""
1,"Geth, Lord of the Vault",,,"","","","","","",""
1,"Geth's Grimoire",,,"","","","","","",""
1,"Ghastly Conscription",,,"","","","","","",""
1,"Ghave, Guru of Spores",,,"","","","","","",""
2,"Ghirapur Gearcrafter",,,"","","","","","",""
1,"Ghirapur Orrery",,,"","","","","","",""
1,"Ghired, Conclave Exile",,,"","","","","","",""
1,"Ghired's Belligerence",,,"","","","","","",""
2,"Ghitu Chronicler",,,"","","","","","",""
1,"Ghitu Journeymage",,,"","","","","","",""
4,"Ghitu Lavarunner",,,"","","","","","",""
2,"Ghor-Clan Rampager",,,"","","","","","",""
1,"Ghor-Clan Wrecker",,,"","","","","","",""
1,"Ghost Council of Orzhova",,,"","","","","","",""
4,"Ghost Quarter",,,"","","","","","",""
1,"Ghost Ship",,,"","","","","","",""
1,"Ghostform",,,"","","","","","",""
1,"Ghostly Pilferer",,,"","","","","","",""
3,"Ghostly Prison",,,"","","","","","",""
1,"Ghostly Sentinel",,,"","","","","","",""
2,"Ghoulcaller's Accomplice",,,"","","","","","",""
1,"Ghoulsteed",,,"","","","","","",""
1,"Giant Adephage",,,"","","","","","",""
9,"Giant Growth",,,"","","","","","",""
1,"Giant Solifuge",,,"","","","","","",""
1,"Giant Spectacle",,,"","","","","","",""
1,"Giant Spider",,,"","","","","","",""
1,"Giantbaiting",,,"","","","","","",""
1,"Gideon Jura",,,"","","","","","",""
1,"Gideon, Champion of Justice",,,"","","","","","",""
1,"Gideon's Lawkeeper",,,"","","","","","",""
2,"Gideon's Reproach",,,"","","","","","",""
2,"Gideon's Sacrifice",,,"","","","","","",""
1,"Gideon's Triumph",,,"","","","","","",""
1,"Gift Horse",,,"","","","","","",""
1,"Gift of Doom",,,"","","","","","",""
1,"Gift of Estates",,,"","","","","","",""
1,"Gift of Growth",,,"","","","","","",""
3,"Gift of Paradise",,,"","","","","","",""
1,"Gift of Strength",,,"","","","","","",""
2,"Gifted Aetherborn",,,"","","","","","",""
1,"Gigapede",,,"","","","","","",""
1,"Gilded Lotus",,,"","","","","","",""
1,"Gilder Bairn",,,"","","","","","",""
2,"Gilt-Leaf Palace",,,"","","","","","",""
1,"Gimme Five",,,"","","","","","",""
1,"Gingerbread Cabin",,,"","","","","","",""
1,"Gingerbrute",,,"","","","","","",""
2,"Gird for Battle",,,"","","","","","",""
1,"Gisa and Geralf",,,"","","","","","",""
1,"Gisa's Bidding",,,"","","","","","",""
1,"Gisela, Blade of Goldnight",,,"","","","","","",""
2,"Gladehart Cavalry",,,"","","","","","",""
1,"Glademuse",,,"","C20","","","","",""
1,"Glare of Subdual",,,"","","","","","",""
2,"Glaring Spotlight",,,"","","","","","",""
2,"Gleam of Battle",,,"","","","","","",""
1,"Gleaming Barrier",,,"","","","","","",""
1,"Gleaming Overseer",,,"","","","","","",""
1,"Glimmerpoint Stag",,,"","","","","","",""
1,"Glimpse the Unthinkable",,,"","","","","","",""
2,"Glint-Sleeve Artisan",,,"","","","","","",""
1,"Glint-Sleeve Siphoner",,,"","","","","","",""
1,"Glissa, the Traitor",,,"","","","","","",""
5,"Glistener Elf",,,"","","","","","",""
2,"Glittering Wish",,,"","","","","","",""
2,"Global Ruin",,,"","","","","","",""
1,"Gloomwidow",,,"","","","","","",""
1,"Glorifier of Dusk",,,"","","","","","",""
1,"Glorious End",,,"","","","","","",""
1,"Glory Bearers",,,"","","","","","",""
1,"Glory-Bound Initiate",,,"","","","","","",""
1,"Glorybringer",,,"","","","","","",""
4,"Glowspore Shaman",,,"","","","","","",""
1,"Glyph Keeper",,,"","","","","","",""
1,"Gnome-Made Engine",,,"","","","","","",""
3,"Go for the Throat",,,"","","","","","",""
1,"GO TO JAIL",,,"","UND","","","","",""
1,"GO TO JAIL",,,"","","","","","",""
1,"Goblin Archaeologist",,,"","","","","","",""
1,"Goblin Arsonist",,,"","","","","","",""
1,"Goblin Assassin",,,"","","","","","",""
1,"Goblin Assault Team",,,"","","","","","",""
1,"Goblin Balloon Brigade",,,"","","","","","",""
1,"Goblin Banneret",,,"","","","","","",""
1,"Goblin Barrage",,,"","","","","","",""
2,"Goblin Bombardment",,,"","","","","","",""
1,"Goblin Burrows",,,"","","","","","",""
1,"Goblin Bushwhacker",,,"","","","","","",""
1,"Goblin Chainwhirler",,,"","","","","","",""
1,"Goblin Charbelcher",,,"","","","","","",""
1,"Goblin Chieftain",,,"","","","","","",""
1,"Goblin Chirurgeon",,,"","","","","","(Foglio)",""
1,"Goblin Cohort",,,"","","","","","",""
1,"Goblin Dark-Dwellers",,,"","C20","","","","",""
1,"Goblin Dark-Dwellers",,,"","","","","","",""
1,"Goblin Deathraiders",,,"","","","","","",""
1,"Goblin Diplomats",,,"","","","","","",""
4,"Goblin Electromancer",,,"","","","","","",""
1,"Goblin Festival",,,"","","","","","",""
1,"Goblin Fireslinger",,,"","","","","","",""
1,"Goblin Game",,,"","","","","","",""
2,"Goblin Gaveleer",,,"","","","","","",""
1,"Goblin Glory Chaser",,,"","","","","","",""
1,"Goblin Goon",,,"","","","","","",""
1,"Goblin Grenade",,,"","","","","","",""
1,"Goblin Haberdasher",,,"","UND","","","","",""
1,"Goblin Haberdasher",,,"","","","","","",""
3,"Goblin Instigator",,,"","","","","","",""
1,"Goblin Kaboomist",,,"","","","","","",""
1,"Goblin King",,,"","","","","","",""
1,"Goblin Locksmith",,,"","","","","","",""
1,"Goblin Lookout",,,"","","","","","",""
2,"Goblin Matron",,,"","","","","","",""
3,"Goblin Motivator",,,"","","","","","",""
1,"Goblin Piledriver",,,"","","","","","",""
1,"Goblin Rabblemaster",,,"","","","","","",""
2,"Goblin Rally",,,"","","","","","",""
1,"Goblin Razerunners",,,"","","","","","",""
1,"Goblin Recruiter",,,"","","","","","",""
4,"Goblin Ringleader",,,"","","","","","",""
1,"Goblin S.W.A.T. Team",,,"","UND","","","","",""
1,"Goblin Sharpshooter",,,"","","","","","",""
1,"Goblin Sledder",,,"","","","","","",""
1,"Goblin Slingshot",,,"","","","","","",""
1,"Goblin Spymaster",,,"","","","","","",""
1,"Goblin Test Pilot",,,"","","","","","",""
1,"Goblin Trashmaster",,,"","","","","","",""
1,"Goblin Trenches",,,"","","","","","",""
1,"Goblin Tunneler",,,"","","","","","",""
1,"Goblin Tutor",,,"","UND","","","","",""
2,"Goblin War Paint",,,"","","","","","",""
1,"Goblin War Strike",,,"","","","","","",""
2,"Goblin Warchief",,,"","","","","","",""
4,"Goblin Wardriver",,,"","","","","","",""
2,"Goblin Welder",,,"","","","","","",""
1,"Goblin Wizardry",,,"","","","","","",""
1,"God-Eternal Rhonas",,,"","","","","","",""
1,"God-Favored General",,,"","","","","","",""
1,"God-Pharaoh's Faithful",,,"","","","","","",""
2,"God-Pharaoh's Gift",,,"","","","","","",""
2,"God-Pharaoh's Statue",,,"","","","","","",""
1,"Godo, Bandit Warlord",,,"","","","","","",""
3,"Gods Willing",,,"","","","","","",""
1,"Gold-Forged Sentinel",,,"","","","","","",""
1,"Golden Egg",,,"","ELD","","","","",""
2,"Goldnight Redeemer",,,"","","","","","",""
1,"Golem Artisan",,,"","","","","","",""
1,"Golem Foundry",,,"","","","","","",""
1,"Golem-Skin Gauntlets",,,"","","","","","",""
1,"Golgari Brownscale",,,"","","","","","",""
3,"Golgari Charm",,,"","","","","","",""
1,"Golgari Cluestone",,,"","","","","","",""
1,"Golgari Decoy",,,"","","","","","",""
1,"Golgari Findbroker",,,"","","","","","",""
1,"Golgari Grave-Troll",,,"","","","","","",""
20,"Golgari Guildgate",,,"","","","","","",""
1,"Golgari Keyrune",,,"","","","","","",""
1,"Golgari Locket",,,"","","","","","",""
1,"Golgari Raiders",,,"","","","","","",""
9,"Golgari Rot Farm",,,"","","","","","",""
1,"Golgari Rot Farm",,,"","C20","","","","",""
5,"Golgari Signet",,,"","","","","","",""
1,"Golgari Thug",,,"","","","","","",""
1,"Goliath Spider",,,"","","","","","",""
1,"Golos, Tireless Pilgrim",,,"","M20","","","","",""
1,"Gonti, Lord of Luxury",,,"","","","","","",""
1,"Goreclaw, Terror of Qal Sisma",,,"","","","","","",""
1,"Gorehorn Minotaurs",,,"","","","","","",""
1,"Goremand",,,"","","","","","",""
1,"Gorgon Flail",,,"","","","","","",""
1,"Gorgon Recluse",,,"","","","","","",""
2,"Gorgon's Head",,,"","","","","","",""
1,"Grafdigger's Cage",,,"","","","","","",""
1,"Grafted Exoskeleton",,,"","","","","","",""
1,"Grafted Skullcap",,,"","","","","","",""
1,"Grand Melee",,,"","","","","","",""
1,"Grand Warlord Radha",,,"","","","","","",""
1,"Grapeshot",,,"","","","","","",""
1,"Grapple with the Past",,,"","","","","","",""
1,"Grappling Hook",,,"","","","","","",""
2,"Grasp of Darkness",,,"","","","","","",""
1,"Grasp of Fate",,,"","","","","","",""
1,"Grasp of Phantoms",,,"","","","","","",""
1,"Grasping Scoundrel",,,"","","","","","",""
1,"Grateful Apparition",,,"","","","","","",""
1,"Grave Betrayal",,,"","","","","","",""
1,"Grave Pact",,,"","","","","","",""
3,"Grave Scrabbler",,,"","","","","","",""
1,"Grave Strength",,,"","","","","","",""
1,"Grave-Shell Scarab",,,"","","","","","",""
1,"Gravebreaker Lamia",,,"","","","","","",""
1,"Gravecrawler",,,"","","","","","",""
