amount,card_name,is_foil,is_pinned,is_signed,set_id,set_code,collector_number,language,condition,comment,added
1,"Extractor Demon",,,,,"CM2",,,,,
1,"Extraplanar Lens",,,,,"MRD",,,,,
1,"Extravagant Replication",,,,,"NCC",,,,,
1,"Extricator of Sin // Extricator of Flesh",,,,,"EMN",,,,,
1,"Extus, Oriq Overlord // Awaken the Blood Avatar",,,,,"STX",,,,,
1,"Exuberant Fuseling",,,,,"ONE",,,,,
1,"Eye of Doom",,,,,"C13",,,,,
1,"Eye of Malcator",,,,,"ONE",,,,,
1,"Eye of Singularity",,,,,"VIS",,,,,
1,"Eye of the Storm",,,,,"PLIST","57",,,,
1,"Eye of Ugin",,,,,"MM2",,,,,
1,"Eye of Vecna",,,,,"AFR",,,,,
1,"Eyeblight Assassin",,,,,"BBD","143",,,,
1,"Eyeblight Cullers",,,,,"KHC",,,,,
2,"Eyeblight Massacre",,,,,"KHC",,,,,
1,"Eyeblight's Ending",,,,,"2X2",,,,,
1,"Eyes in the Skies",,,,,"MM3",,,,,
1,"Eyes of the Beholder",,,,,"AFR",,,,,
1,"Eyes of the Wisent",,,,,"LRW",,,,,
1,"Eyetwitch",,,,,"STX",,,,,
1,"Ezuri, Claw of Progress",,,,,"2X2",,,,,
1,"Ezuri, Renegade Leader",,,,,"CMA",,,,,
1,"Ezuri's Archers",,,,,"SOM",,,,,
1,"Ezuri's Predation",,,,,"CLB",,,,,
1,"Ezuri's Predation",,,,,"C15","36",,,,
1,"Ezzaroot Channeler",,,,,"C21",,,,,
1,"Fa'adiyah Seer",,,,,"DMR",,,,,
1,"Fable of the Mirror-Breaker // Reflection of Kiki-Jiki",,,,,"NEO",,,,,
4,"Fabled Passage",,,,,"M21",,,,,
1,"Fabricate",,,,,"PLIST","58",,,,
2,"Fabricate",,,,,"M10","52",,,,
1,"Fabrication Module",,,,,"KLD",,,,,
1,"Faceless Butcher",,,,,"DMR",,,,,
1,"Faceless One",,,,,"CLB",,,,,
2,"Fact or Fiction",,,,,"BRC",,,,,
1,"Fact or Fiction",,,,,"CLB",,,,,
1,"Fact or Fiction",,,,,"ZNC",,,,,
6,"Fact or Fiction",,,,,"GN3","27",,,,
1,"Fact or Fiction",,,,,"GN3","27",,,,
1,"Fade from History",,,,,"BRO",,,,,
1,"Fade into Antiquity",,,,,"NEO",,,,,
2,"Fading Hope",,,,,"DBL","51",,,,
1,"Faebloom Trick",,,,,"FDN",,,,,
1,"Faeburrow Elder",,,,,"DMC",,,,,
1,"Faeburrow Elder",,,,,"DMC",,,,,
1,"Faerie Aerie",,,,,"UST",,,,,
1,"Faerie Artisans",,,,,"CMM",,,,,
2,"Faerie Conclave",,,,,"CMA",,,,,
1,"Faerie Macabre",,,,,"MMA",,,,,
2,"Faerie Mechanist",,,,,"MM2","44",,,,
1,"Faerie Miscreant",,,,,"M20",,,,,
1,"Faerie Seer",,,,,"J22","295",,,,
1,"Faerie Trickery",,,,,"LRW",,,,,
1,"Faerie Vandal",,,,,"SNC","44",,,,
1,"Failed Inspection",,,,,"KLD",,,,,
1,"Fain, the Broker",,,,,"C21","40",,,,
2,"Fairgrounds Warden",,,,,"KLD",,,,,
1,"Faith of the Devoted",,,,,"C19",,,,,
1,"Faith Unbroken",,,,,"CMR",,,,,
5,"Faith's Fetters",,,,,"M21","17",,,,
1,"Faith's Fetters",,,,,"CMR","20",,,,
1,"Faith's Reward",,,,,"CN2",,,,,
1,"Faith's Shield",,,,,"DKA",,,,,
1,"Faithful Watchdog",,,,,"MH3",,,,,
5,"Faithless Looting",,,,,"C19","140",,,,
1,"Faithless Looting",,,,,"DMC","122",,,,
1,"Falconer Adept",,,,,"M21",,,,,
1,"Falkenrath Aristocrat",,,,,"MM3","163",,,,
1,"Falkenrath Gorger",,,,,"VOC",,,,,
1,"Falkenrath Gorger",,,,,"VOC",,,,,
1,"Falkenrath Noble",,,,,"VOC","128",,,,
1,"Falkenrath Pit Fighter",,,,,"DBL",,,,,
2,"Falkenrath Torturer",,,,,"INR",,,,,
1,"Fall from Favor",,,,,"CMR",,,,,
2,"Fall of the Hammer",,,,,"CM2",,,,,
1,"Fall of the Impostor",,,,,"KHM",,,,,
1,"Fall of the Thran",,,,,"DOM",,,,,
1,"Fallaji Archaeologist",,,,,"BRO",,,,,
1,"Fallaji Chaindancer",,,,,"BRO",,,,,
1,"Fallaji Dragon Engine",,,,,"BRO",,,,,
1,"Fallaji Wayfarer",,,,,"DMC",,,,,
1,"Fallen Angel",,,,,"A25",,,,,
1,"Fallen Shinobi",,,,,"NCC","338",,,,
1,"Fallowsage",,,,,"J22","297",,,,
1,"Fallowsage",,,,,"MOC",,,,,
1,"False Prophet",,,,,"UDS",,,,,
1,"Falthis, Shadowcat Familiar",,,,,"CMR",,,,,
1,"Famished Paladin",,,,,"RIX",,,,,
1,"Fan Bearer",,,,,"AKR","17",,,,
1,"Fan Favorite",,,,,"BBD",,,,,
1,"Fanatical Firebrand",,,,,"JMP","315",,,,
1,"Fang of Shigeki",,,,,"NEO",,,,,
1,"Fangblade Brigand // Fangblade Eviscerator",,,,,"DBL","139",,,,
1,"Fanged Flames",,,,,"MH3",,,,,
1,"Far // Away",,,,,"DGM",,,,,
1,"Far Fortune, End Boss",,,,,"DFT",,,,,
1,"Far Traveler",,,,,"CLB",,,,,
1,"Far Wanderings",,,,,"ZNC",,,,,
1,"Far Wanderings",,,,,"ZNC",,,,,
2,"Farewell",,,,,"NEO","13",,,,
1,"Farewell",,,,,"NEO","13",,,,
2,"Farhaven Elf",,,,,"C18","146",,,,
1,"Farhaven Elf",,,,,"KHC","62",,,,
1,"Farid, Enterprising Salvager",,,,,"BRC",,,,,
1,"Farideh, Devil's Chosen",,,,,"AFR",,,,,
1,"Farideh's Fireball",,,,,"AFR",,,,,
1,"Farm // Market",,,,,"AKR","236",,,,
1,"Farmstead Gleaner",,,,,"MH1",,,,,
1,"Farseek",,,,,"CMM",,,,,
1,"Farseek",,,,,"PIP","197",,,,
1,"Farseek",,,,,"LTC","244",,,,
1,"Farseek",,,,,"CMM",,,,,
1,"Farseek",,,,,"DMC",,,,,
5,"Farseek",,,,,"C19","165",,,,
1,"Farseek",,,,,"DMC",,,,,
1,"Farsight Mask",,,,,"MRD",,,,,
1,"Fascination",,,,,"FRF",,,,,
1,"Fatal Frenzy",,,,,"PLC",,,,,
2,"Fatal Push",,,,,"AER","57",,,,
1,"Fate Unraveler",,,,,"C15",,,,,
2,"Fated Retribution",,,,,"BNG",,,,,
1,"Fated Return",,,,,"ZNC",,,,,
1,"Fated Return",,,,,"ZNC",,,,,
1,"Fateful Absence",,,,,"DBL","18",,,,
1,"Fateful Showdown",,,,,"KLD",,,,,
1,"Fates' Reversal",,,,,"AFR",,,,,
1,"Fatespinner",,,,,"FMB1",,,,,
1,"Fathom Feeder",,,,,"BFZ",,,,,
1,"Fathom Fleet Swordjack",,,,,"CMR",,,,,
2,"Fathom Mage",,,,,"PLIST","211",,,,
1,"Fathom Mage",,,,,"CMR",,,,,
1,"Fauna Shaman",,,,,"UMA","164",,,,
1,"Favorable Winds",,,,,"XLN","56",,,,
1,"Favored of Iroas",,,,,"THB",,,,,
1,"Fblthp, the Lost",,,,,"WAR","50",,,,
1,"Fear of Infinity",,,,,"DSK",,,,,
1,"Fearless Fledgling",,,,,"ZNR",,,,,
1,"Fearless Liberator",,,,,"KHM",,,,,
1,"Fearless Pup",,,,,"KHM",,,,,
2,"Fearsome Temper",,,,,"BNG",,,,,
1,"Feast of Sanity",,,,,"MH2",,,,,
2,"Feast of Succession",,,,,"CMR",,,,,
2,"Feast of the Victorious Dead",,,,,"MAT",,,,,
1,"Feat of Resistance",,,,,"M21",,,,,
1,"Feather, the Redeemed",,,,,"WAR","197",,,,
1,"Fecundity",,,,,"UMA",,,,,
1,"Feed the Cauldron",,,,,"WOE",,,,,
1,"Feed the Infection",,,,,"ONE",,,,,
1,"Feed the Pack",,,,,"DKA",,,,,
1,"Feed the Serpent",,,,,"KHM",,,,,
1,"Feed the Swarm",,,,,"NCC","250",,,,
1,"Feed the Swarm",,,,,"CLB",,,,,
1,"Feed the Swarm",,,,,"NCC","250",,,,
1,"Feed the Swarm",,,,,"NCC","250",,,,
2,"Feed the Swarm",,,,,"LTR",,,,,
1,"Feed the Swarm",,,,,"LTC","200",,,,
1,"Feign Death",,,,,"AFR",,,,,
1,"Feisty Stegosaurus",,,,,"UST",,,,,
2,"Feldon of the Third Path",,,,,"C21",,,,,
1,"Feldon of the Third Path",,,,,"C19","141",,,,
1,"Feldon's Cane",,,,,"TSB",,,,,
1,"Felhide Petrifier",,,,,"JOU",,,,,
3,"Felidar Guardian",,,,,"AER",,,,,
1,"Felidar Retreat",,,,,"CMM",,,,,
2,"Felidar Retreat",,,,,"NCC","199",,,,
2,"Felidar Sovereign",,,,,"BFZ",,,,,
1,"Felidar Umbra",,,,,"PC2","6",,,,
1,"Feline Sovereign",,,,,"M21",,,,,
1,"Felisa, Fang of Silverquill",,,,,"CLB",,,,,
1,"Felisa, Fang of Silverquill",,,,,"CLB",,,,,
1,"Fell Horseman // Deathly Ride",,,,,"WOE",,,,,
1,"Fell Specter",,,,,"JMP",,,,,
1,"Fell the Mighty",,,,,"MOC",,,,,
1,"Fell the Mighty",,,,,"40K",,,,,
1,"Fell the Pheasant",,,,,"ELD",,,,,
1,"Fell the Profane // Fell Mire",,,,,"MH3",,,,,
1,"Felling Blow",,,,,"FDN",,,,,
1,"Fellwar Stone",,,,,"CMM",,,,,
1,"Fellwar Stone",,,,,"MOM",,,,,
1,"Fellwar Stone",,,,,"DMC","182",,,,
1,"Fellwar Stone",,,,,"NCC","367",,,,
1,"Fellwar Stone",,,,,"DMC","182",,,,
1,"Fellwar Stone",,,,,"CM2","189",,,,
1,"Fellwar Stone",,,,,"CMM",,,,,
1,"Fellwar Stone",,,,,"CM2","189",,,,
3,"Fellwar Stone",,,,,"PLIST","255",,,,
1,"Fellwar Stone",,,,,"NCC","367",,,,
1,"Felonious Rage",,,,,"MKM",,,,,
1,"Feral Ghoul",,,,,"PIP",,,,,
3,"Feral Hydra",,,,,"JMP","395",,,,
1,"Feral Invocation",,,,,"JMP",,,,,
3,"Fertile Ground",,,,,"C18","147",,,,
1,"Fertile Ground",,,,,"C18","147",,,,
1,"Fertile Thicket",,,,,"BFZ",,,,,
2,"Fertilid",,,,,"NEC","116",,,,
2,"Fertilid",,,,,"NEC","116",,,,
1,"Fervent Charge",,,,,"APC",,,,,
1,"Fervent Denial",,,,,"C19",,,,,
1,"Fervent Mastery",,,,,"STX",,,,,
2,"Fervent Strike",,,,,"DOM","117",,,,
1,"Fervor",,,,,"M13",,,,,
1,"Festercreep",,,,,"CM2",,,,,
1,"Festering Goblin",,,,,"DMR",,,,,
1,"Fetid Heath",,,,,"NCC","401",,,,
1,"Fetid Imp",,,,,"M21","98",,,,
1,"Fetid Pools",,,,,"OTC",,,,,
1,"Fetid Pools",,,,,"AKH","243",,,,
1,"Fetid Pools",,,,,"AKH","243",,,,
1,"Feudkiller's Verdict",,,,,"MMA",,,,,
1,"Fevered Suspicion",,,,,"AFC",,,,,
1,"Fevered Visions",,,,,"SOI",,,,,
1,"Fey Steed",,,,,"AFC",,,,,
1,"Fickle Efreet",,,,,"PCY",,,,,
6,"Field of Ruin",,,,,"THB","242",,,,
4,"Field of the Dead",,,,,"M20",,,,,
1,"Field Research",,,,,"ZNR",,,,,
1,"Field Trip",,,,,"STX",,,,,
1,"Fiend Binder",,,,,"GN2",,,,,
2,"Fiend Hunter",,,,,"UMA",,,,,
1,"Fiend of the Shadows",,,,,"DKA","62",,,,
1,"Fiendlash",,,,,"AFC",,,,,
6,"Fierce Empath",,,,,"M21",,,,,
1,"Fierce Guardianship",,,,,"C20",,,,,
1,"Fiery Cannonade",,,,,"CMR",,,,,
1,"Fiery Confluence",,,,,"SS3","3",,,,
1,"Fiery Emancipation",,,,,"M21",,,,,
1,"Fiery Encore",,,,,"C21",,,,,
1,"Fiery Fall",,,,,"2X2",,,,,
1,"Fiery Finish",,,,,"M19",,,,,
1,"Fiery Gambit",,,,,"FMB1",,,,,
1,"Fiery Hellhound",,,,,"ORI",,,,,
1,"Fiery Inscription",,,,,"LTR",,,,,
1,"Fiery Intervention",,,,,"DOM","118",,,,
1,"Fiery Intervention",,,,,"DOM",,,,,
1,"Fiery Islet",,,,,"WHO","278",,,,
1,"Fiery Islet",,,,,"MH1","238",,,,
1,"Fiery Islet",,,,,"WHO","278",,,,
1,"Fiery Islet",,,,,"WHO","278",,,,
1,"Fiery Temper",,,,,"C19",,,,,
1,"Fifty Feet of Rope",,,,,"AFR",,,,,
1,"Fight with Fire",,,,,"DOM",,,,,
1,"Fighting Chance",,,,,"EXO",,,,,
1,"Filigree Familiar",,,,,"CMR",,,,,
1,"Fill with Fright",,,,,"BBD",,,,,
2,"Filter Out",,,,,"MAT",,,,,
1,"Filth",,,,,"JUD",,,,,
1,"Fin-Clade Fugitives",,,,,"CMR",,,,,
3,"Final Death",,,,,"THB",,,,,
1,"Final Flare",,,,,"THB",,,,,
1,"Final Fortune",,,,,"7ED",,,,,
2,"Final Parting",,,,,"DOM",,,,,
1,"Final Payment",,,,,"RNA",,,,,
1,"Final Showdown",,,,,"OTJ",,,,,
1,"Final Vengeance",,,,,"DSK",,,,,
1,"Final-Word Phantom",,,,,"MKC",,,,,
1,"Finale of Devastation",,,,,"WAR",,,,,
1,"Finale of Revelation",,,,,"WAR",,,,,
1,"Find // Finality",,,,,"PIP","216",,,,
1,"Find // Finality",,,,,"C20",,,,,
1,"Find // Finality",,,,,"C20",,,,,
2,"Find the Path",,,,,"AFR",,,,,
1,"Finders, Keepers",,,,,"UST",,,,,
1,"Finest Hour",,,,,"C18",,,,,
1,"Finishing Blow",,,,,"M21",,,,,
2,"Fire // Ice",,,,,"UMA","225",,,,
1,"Fire // Ice",,,,,"DMR",,,,,
1,"Fire Covenant",,,,,"ICE",,,,,
4,"Fire Diamond",,,,,"CLB",,,,,
1,"Fire Diamond",,,,,"CLB",,,,,
1,"Fire of Orthanc",,,,,"LTR",,,,,
1,"Fire Urchin",,,,,"GRN",,,,,
1,"Fire Whip",,,,,"TSB",,,,,
1,"Fire-Lit Thicket",,,,,"2XM",,,,,
1,"Fireball",,,,,"CLB","175",,,,
1,"Fireblade Charger",,,,,"ZNR",,,,,
1,"Fireblast",,,,,"DMR",,,,,
1,"Firebolt",,,,,"DDS",,,,,
1,"Firebolt",,,,,"MH1","122",,,,
1,"Firebrand Archer",,,,,"HOU","92",,,,
1,"Firefist Adept",,,,,"DOM",,,,,
1,"Fireflux Squad",,,,,"C20",,,,,
1,"Firemane Angel",,,,,"GK1",,,,,
1,"Firemane Avenger",,,,,"GK1",,,,,
2,"Firemind Vessel",,,,,"2X2",,,,,
1,"Firemind's Research",,,,,"GRN",,,,,
2,"Fires of Invention",,,,,"ELD",,,,,
1,"Fires of Mount Doom",,,,,"LTR",,,,,
3,"Fires of Yavimaya",,,,,"VMA","252",,,,
1,"Fireshrieker",,,,,"NEC",,,,,
2,"Fireshrieker",,,,,"CNS","199",,,,
1,"Fireshrieker",,,,,"CMM",,,,,
1,"Firesong and Sunspeaker",,,,,"2X2",,,,,
1,"Firewake Sliver",,,,,"TSP","238",,,,
1,"Firewake Sliver",,,,,"CMM",,,,,
1,"Firja, Judge of Valor",,,,,"KHM",,,,,
1,"Firja's Retribution",,,,,"CLB",,,,,
1,"Firkraag, Cunning Instigator",,,,,"CLB",,,,,
1,"First Day of Class",,,,,"STX",,,,,
1,"First Pick",,,,,"UST",,,,,
1,"First Responder",,,,,"NCC",,,,,
2,"First Response",,,,,"M15","12",,,,
1,"First Response",,,,,"CMR",,,,,
1,"Fissure Wizard",,,,,"ZNR",,,,,
1,"Fist of Suns",,,,,"C17",,,,,
1,"Fists of Flame",,,,,"CMR",,,,,
1,"Five Hundred Year Diary",,,,,"WHO",,,,,
1,"Five-Alarm Fire",,,,,"GTC",,,,,
1,"Five-Finger Discount",,,,,"UST",,,,,
1,"Flagstones of Trokair",,,,,"TSR",,,,,
1,"Flame Blitz",,,,,"MH2",,,,,
1,"Flame Jab",,,,,"EMA",,,,,
1,"Flame of Anor",,,,,"LTR",,,,,
1,"Flame-Kin Zealot",,,,,"EMA",,,,,
1,"Flameblade Angel",,,,,"SOI",,,,,
1,"Flameblast Dragon",,,,,"GN3","77",,,,
2,"Flamekin Village",,,,,"CM2",,,,,
1,"Flamerush Rider",,,,,"C19",,,,,
1,"Flames of the Firebrand",,,,,"M14",,,,,
1,"Flames of the Raze-Boar",,,,,"JMP",,,,,
1,"Flameshot",,,,,"PCY",,,,,
2,"Flametongue Kavu",,,,,"DMR",,,,,
1,"Flametongue Kavu",,,,,"GN3","78",,,,
1,"Flamewave Invoker",,,,,"BBD",,,,,
1,"Flamewright",,,,,"CNS",,,,,
1,"Flaming Tyrannosaurus",,,,,"WHO",,,,,
2,"Flaring Flame-Kin",,,,,"CNS",,,,,
1,"Flatline",,,,,"WHO",,,,,
1,"Flavor Judge",,,,,"UND",,,,,
1,"Flawless Maneuver",,,,,"C20",,,,,
1,"Flayer Husk",,,,,"MM2","214",,,,
1,"Flayer of Loyalties",,,,,"CMM",,,,,
1,"Flayer of the Hatebound",,,,,"C19",,,,,
1,"Flaying Tendrils",,,,,"OGW",,,,,
1,"Fleecemane Lion",,,,,"C17","172",,,,
1,"Fleecemane Lion",,,,,"C17","172",,,,
1,"Fleet Swallower",,,,,"XLN",,,,,
2,"Fleetfeather Sandals",,,,,"THS",,,,,
1,"Fleetwheel Cruiser",,,,,"KLD",,,,,
1,"Flensermite",,,,,"MBS",,,,,
1,"Flensing Raptor",,,,,"ONE",,,,,
1,"Flesh Duplicate",,,,,"WHO",,,,,
1,"Flesh Reaver",,,,,"DMR",,,,,
1,"Flesh to Dust",,,,,"ORI",,,,,
1,"Flesh-Eater Imp",,,,,"MBS",,,,,
1,"Fleshbag Marauder",,,,,"CM2","64",,,,
1,"Fleshbag Marauder",,,,,"GN3","50",,,,
1,"Fleshless Gladiator",,,,,"ONE",,,,,
1,"Fleshwrither",,,,,"FUT",,,,,
1,"Flicker of Fate",,,,,"J22","56",,,,
2,"Flicker of Fate",,,,,"THB","16",,,,
1,"Flickerform",,,,,"CMA",,,,,
1,"Flickerwisp",,,,,"2X2",,,,,
1,"Flickerwisp",,,,,"2X2",,,,,
2,"Flickerwisp",,,,,"CMA","12",,,,
1,"Flickerwisp",,,,,"2X2",,,,,
2,"Flight of Fancy",,,,,"UMA",,,,,
1,"Fling",,,,,"JMP",,,,,
1,"Flitting Guerrilla",,,,,"MOM",,,,,
1,"Flood of Recollection",,,,,"CMR",,,,,
1,"Flood of Tears",,,,,"VOC",,,,,
1,"Flood Plain",,,,,"DMC",,,,,
1,"Flood Plain",,,,,"MIR","326",,,,
1,"Flood Plain",,,,,"CMM",,,,,
1,"Flooded Grove",,,,,"A25","239",,,,
5,"Flooded Strand",,,,,"KTK",,,,,
1,"Floodgate",,,,,"DMR",,,,,
1,"Florian, Voldaren Scion",,,,,"DBL",,,,,
1,"Flourishing Defenses",,,,,"SHM",,,,,
2,"Flourishing Hunter",,,,,"J22","662",,,,
1,"Flourishing Hunter",,,,,"J22","662",,,,
1,"Flow of Ideas",,,,,"SHM",,,,,
1,"Flow of Knowledge",,,,,"BRO",,,,,
1,"Flower // Flourish",,,,,"GRN",,,,,
1,"Flowering of the White Tree",,,,,"LTR",,,,,
1,"Flowstone Blade",,,,,"CNS",,,,,
1,"Fluctuator",,,,,"C20",,,,,
1,"Flumph",,,,,"AFR",,,,,
1,"Flunk",,,,,"STX",,,,,
1,"Fluros of Myra's Marvels",,,,,"UNF",,,,,
4,"Flusterstorm",,,,,"IMA",,,,,
1,"Flusterstorm",,,,,"IMA",,,,,
1,"Flutterfox",,,,,"ELD",,,,,
1,"Flux Channeler",,,,,"CMM",,,,,
2,"Flux Channeler",,,,,"WAR",,,,,
1,"Fluxcharger",,,,,"DGM",,,,,
2,"Fly",,,,,"AFR",,,,,
1,"Flying Crane Technique",,,,,"KTK",,,,,
3,"Fog",,,,,"EMA","167",,,,
2,"Fog Bank",,,,,"GN3",,,,,
1,"Fog Bank",,,,,"CMM",,,,,
1,"Fog of War",,,,,"BRO",,,,,
1,"Fog Patch",,,,,"NEM",,,,,
1,"Fogwalker",,,,,"EMN",,,,,
2,"Foil",,,,,"UMA",,,,,
1,"Folio of Fancies",,,,,"ELD",,,,,
1,"Folk Hero",,,,,"CLB",,,,,
1,"Followed Footsteps",,,,,"CN2",,,,,
2,"Font of Agonies",,,,,"RNA",,,,,
1,"Font of Fertility",,,,,"CMM",,,,,
1,"Font of Mythos",,,,,"CON",,,,,
1,"Font of Progress",,,,,"ONE",,,,,
1,"Font of Return",,,,,"JOU",,,,,
2,"Food Chain",,,,,"2X2",,,,,
1,"Foot Soldiers",,,,,"9ED",,,,,
2,"Footfall Crater",,,,,"IKO",,,,,
1,"Footlight Fiend",,,,,"RNA",,,,,
2,"Footsteps of the Goryo",,,,,"SOK",,,,,
1,"For the Ancestors",,,,,"CMM",,,,,
2,"Foray of Orcs",,,,,"LTR",,,,,
4,"Forbid",,,,,"EXO",,,,,
1,"Forbidden Alchemy",,,,,"UMA","56",,,,
1,"Forbidden Alchemy",,,,,"UMA","56",,,,
1,"Forbidden Orchard",,,,,"2X2",,,,,
1,"Force of Despair",,,,,"MH1",,,,,
4,"Force of Negation",,,,,"2X2",,,,,
1,"Force of Savagery",,,,,"FUT",,,,,
1,"Force of Vigor",,,,,"H1R",,,,,
1,"Force of Will",,,,,"EMA","49",,,,
4,"Force of Will",,,,,"2XM","51",,,,
1,"Forced Fruition",,,,,"LRW",,,,,
2,"Forced Landing",,,,,"WAR",,,,,
2,"Forceful Denial",,,,,"CMR",,,,,
2,"Forebear's Blade",,,,,"DOM",,,,,
1,"Foreboding Landscape",,,,,"MH3",,,,,
1,"Foreboding Ruins",,,,,"LTC","310",,,,
1,"Foreboding Ruins",,,,,"NCC","403",,,,
5,"Foreboding Ruins",,,,,"SOI","272",,,,
1,"Foreboding Ruins",,,,,"SOI","272",,,,
1,"Foreboding Ruins",,,,,"DMC","211",,,,
1,"Foreboding Ruins",,,,,"DMC","211",,,,
1,"Forerunner of the Coalition",,,,,"RIX",,,,,
1,"Forerunner of the Empire",,,,,"RIX",,,,,
2,"Forerunner of the Heralds",,,,,"RIX",,,,,
1,"Forerunner of the Legion",,,,,"RIX",,,,,
1,"Forest",,,,,"UND","96",,,,
1,"Forest",,,,,"UND","95",,,,
1,"Forever Young",,,,,"ELD",,,,,
1,"Forge of Heroes",,,,,"CMM",,,,,
1,"Forge of Heroes",,,,,"CMM",,,,,
4,"Forge of Heroes",,,,,"C18",,,,,
1,"Forgeborn Oreads",,,,,"JOU",,,,,
1,"Forgehammer Centurion",,,,,"ONE",,,,,
1,"Forging the Anchor",,,,,"BRO",,,,,
1,"Forgotten Ancient",,,,,"NCC","291",,,,
1,"Forgotten Ancient",,,,,"DMR",,,,,
1,"Forgotten Ancient",,,,,"CM2","137",,,,
1,"Forgotten Cave",,,,,"CMR","483",,,,
8,"Forgotten Cave",,,,,"C20","274",,,,
1,"Forgotten Cave",,,,,"C20",,,,,
1,"Forgotten Cave",,,,,"40K","280",,,,
1,"Forgotten Cave",,,,,"40K","280",,,,
1,"Forgotten Creation",,,,,"CLB",,,,,
1,"Forgotten Creation",,,,,"CLB",,,,,
1,"Forgotten Creation",,,,,"CLB",,,,,
1,"Fork",,,,,"3ED","153",,,,
1,"Fork in the Road",,,,,"SOI",,,,,
1,"Forlorn Pseudamma",,,,,"BNG",,,,,
1,"Form of the Dinosaur",,,,,"RIX",,,,,
1,"Form of the Dragon",,,,,"FMB1",,,,,
3,"Forsake the Worldly",,,,,"AKR","18",,,,
1,"Forsaken Monument",,,,,"CMM",,,,,
1,"Forsaken Monument",,,,,"ZNR",,,,,
9,"Forsaken Sanctuary",,,,,"C18",,,,,
1,"Fortified Village",,,,,"WOC","161",,,,
1,"Fortified Village",,,,,"CMM",,,,,
4,"Fortified Village",,,,,"SOI","274",,,,
1,"Fortified Village",,,,,"SOI","274",,,,
1,"Fortify",,,,,"JMP","105",,,,
1,"Fortifying Draught",,,,,"STX",,,,,
1,"Fortuitous Find",,,,,"KLD",,,,,
1,"Fortunate Few",,,,,"C17",,,,,
1,"Fortune's Favor",,,,,"EMN",,,,,
12,"Foul Orchard",,,,,"C19","244",,,,
1,"Foul Orchard",,,,,"KHC",,,,,
1,"Foulmire Knight // Profane Insight",,,,,"ELD","90",,,,
1,"Foulmire Knight // Profane Insight",,,,,"MOM",,,,,
1,"Foundry Champion",,,,,"GTC",,,,,
1,"Foundry Inspector",,,,,"KLD","215",,,,
2,"Foundry Inspector",,,,,"NEC",,,,,
2,"Foundry of the Consuls",,,,,"C18",,,,,
2,"Foundry Street Denizen",,,,,"DDT",,,,,
1,"Fountain of Youth",,,,,"10E",,,,,
1,"Four Knocks",,,,,"WHO",,,,,
1,"Fractal Harness",,,,,"C21",,,,,
1,"Fractal Summoning",,,,,"STX",,,,,
1,"Fracture",,,,,"STX",,,,,
1,"Fracture",,,,,"STX",,,,,
1,"Fractured Identity",,,,,"C17",,,,,
1,"Fractured Identity",,,,,"C17",,,,,
1,"Fractured Loyalty",,,,,"MRD",,,,,
1,"Fractured Powerstone",,,,,"MOM",,,,,
2,"Fractured Powerstone",,,,,"PC2","111",,,,
1,"Fractured Sanity",,,,,"CLB",,,,,
1,"Fragmentize",,,,,"KLD",,,,,
1,"Frankie Peanuts",,,,,"UND",,,,,
1,"Frantic Firebolt",,,,,"WOE",,,,,
4,"Frantic Search",,,,,"DMR",,,,,
1,"Frantic Search",,,,,"NCC","222",,,,
1,"Fraying Line",,,,,"CLB",,,,,
2,"Fraying Omnipotence",,,,,"M19",,,,,
1,"Fraying Sanity",,,,,"PIP",,,,,
1,"Fraying Sanity",,,,,"HOU","35",,,,
1,"Free from Flesh",,,,,"ONE",,,,,
1,"Free-Range Chicken",,,,,"UND",,,,,
1,"Frenetic Sliver",,,,,"PLC",,,,,
1,"Frenzied Goblin",,,,,"GK1","81",,,,
1,"Frenzied Rage",,,,,"DOM",,,,,
1,"Frenzied Raider",,,,,"KHM",,,,,
1,"Frenzied Saddlebrute",,,,,"CMR",,,,,
1,"Fresh Meat",,,,,"C19",,,,,
1,"Fretwork Colony",,,,,"KLD",,,,,
1,"Freyalise, Llanowar's Fury",,,,,"CMA","111",,,"oversize",
1,"Friendly Rivalry",,,,,"LTR",,,,,
1,"Frilled Deathspitter",,,,,"RIX",,,,,
1,"Frilled Mystic",,,,,"RNA",,,,,
1,"Frodo Baggins",,,,,"LTR",,,,,
1,"Frodo, Determined Hero",,,,,"LTR","289",,,,
2,"Frogify",,,,,"ELD","47",,,,
1,"Frogmite",,,,,"MM2",,,,,
1,"Frogtosser Banneret",,,,,"ZNC",,,,,
1,"Frogtosser Banneret",,,,,"ZNC",,,,,
1,"From the Catacombs",,,,,"CLB",,,,,
1,"From Under the Floorboards",,,,,"C19",,,,,
1,"Frontier Bivouac",,,,,"CMM",,,,,
3,"Frontier Bivouac",,,,,"DMC",,,,,
1,"Frontier Bivouac",,,,,"C20",,,,,
1,"Frontier Bivouac",,,,,"DMC",,,,,
1,"Frontier Bivouac",,,,,"CMM",,,,,
1,"Frontier Siege",,,,,"C17","150",,,,
1,"Frontier Warmonger",,,,,"C20",,,,,
1,"Frontline Medic",,,,,"CLB",,,,,
1,"Frontline Medic",,,,,"C20",,,,,
1,"Frost Bite",,,,,"KHM",,,,,
1,"Frost Breath",,,,,"M21",,,,,
1,"Frost Fair Lure Fish",,,,,"WHO",,,,,
