amount,card_name,is_foil,is_pinned,set_id,set_code,collector_number,language,condition,comment
1,"Diviner's Wand",0,0,"","","","","",""
1,"Division Table",0,0,"","","","","",""
1,"Djeru's Resolve",0,0,"","","","","",""
2,"Djeru, With Eyes Open",0,0,"","","","","",""
1,"Djinn Illuminatus",0,0,"","","","","",""
3,"Djinn of Infinite Deceits",0,0,"","","","","",""
1,"Djinn of Wishes",0,0,"","","","","",""
1,"Dockside Extortionist",0,0,"","","","","",""
1,"Domri's Ambush",0,0,"","","","","",""
1,"Domri, Anarch of Bolas",0,0,"","","","","",""
3,"Doom Blade",0,0,"","","","","",""
1,"Doomed Artisan",0,0,"","","","","",""
1,"Doomed Necromancer",0,0,"","","","","",""
1,"Doomfall",0,0,"","","","","",""
1,"Doomwake Giant",0,0,"","","","","",""
2,"Door of Destinies",0,0,"","","","","",""
1,"Door to Nothingness",0,0,"","","","","",""
1,"Dormant Sliver",0,0,"","","","","",""
2,"Dormant Volcano",0,0,"","","","","",""
1,"Dosan the Falling Leaf",0,0,"","","","","",""
2,"Double Cleave",0,0,"","","","","",""
1,"Doublecast",0,0,"","","","","",""
1,"Doubling Cube",0,0,"","","","","",""
1,"Doubling Season",0,0,"","","","","",""
1,"Douser of Lights",0,0,"","","","","",""
1,"Dovescape",0,0,"","","","","",""
1,"Dovin's Veto",0,0,"","","","","",""
1,"Dovin, Hand of Control",0,0,"","","","","",""
1,"Down // Dirty",0,0,"","","","","",""
1,"Downhill Charge",0,0,"","","","","",""
1,"Dowsing Dagger // Lost Vale",0,0,"","","","","",""
1,"Dragon Breath",0,0,"","","","","",""
2,"Dragon Egg",0,0,"","","","","",""
2,"Dragon Fodder",0,0,"","","","","",""
1,"Dragon Mantle",0,0,"","","","","",""
1,"Dragon Roost",0,0,"","","","","",""
1,"Dragon Shadow",0,0,"","","","","",""
1,"Dragon Tempest",0,0,"","","","","",""
1,"Dragon's Claw",0,0,"","","","","",""
1,"Dragon's Hoard",0,0,"","","","","",""
1,"Dragonlord's Prerogative",0,0,"","","","","",""
1,"Dragonlord's Servant",0,0,"","","","","",""
1,"Dragonmaster Outcast",0,0,"","","","","",""
1,"Dragonrage",0,0,"","","","","",""
1,"Dragonspeaker Shaman",0,0,"","","","","",""
1,"Drakestown Forgotten",0,0,"","","","","",""
1,"Dramatic Rescue",0,0,"","","","","",""
1,"Drana, Kalastria Bloodchief",0,0,"","","","","",""
1,"Drana, Liberator of Malakir",0,0,"","","","","",""
1,"Dread Cacodemon",0,0,"","","","","",""
1,"Dread Slag",0,0,"","","","","",""
1,"Dread Summons",0,0,"","","","","",""
1,"Dread Wanderer",0,0,"","","","","",""
1,"Dreadbore",0,0,"","","","","",""
2,"Dreadful Apathy",0,0,"","","","","",""
1,"Dreadhorde Invasion",0,0,"","","","","",""
2,"Dreadhorde Twins",0,0,"","","","","",""
2,"Dreadmalkin",0,0,"","","","","",""
2,"Dreadship Reef",0,0,"","","","","",""
2,"Dream Cache",0,0,"","","","","",""
4,"Dream Fracture",0,0,"","","","","",""
1,"Dream Halls",0,0,"","","","","",""
1,"Dream Leash",0,0,"","","","","",""
1,"Dream Pillager",0,0,"","","","","",""
1,"Dream Trawler",0,0,"","","","","",""
1,"Dreamborn Muse",0,0,"","","","","",""
1,"Dreamshaper Shaman",0,0,"","","","","",""
4,"Dreamstone Hedron",0,0,"","","","","",""
1,"Dregs of Sorrow",0,0,"","","","","",""
1,"Drifting Meadow",0,0,"","","","","",""
2,"Driven // Despair",0,0,"","","","","",""
2,"Drogskol Cavalry",0,0,"","","","","",""
1,"Dromoka, the Eternal",0,0,"","","","","",""
2,"Drover of the Mighty",0,0,"","","","","",""
2,"Drown in Filth",0,0,"","","","","",""
2,"Drownyard Temple",0,0,"","","","","",""
2,"Druid of Horns",0,0,"","","","","",""
2,"Druid of the Cowl",0,0,"","","","","",""
1,"Druid of the Sacred Beaker",0,0,"","","","","",""
2,"Druid's Deliverance",0,0,"","","","","",""
2,"Dryad Greenseeker",0,0,"","","","","",""
1,"Dryad Militant",0,0,"","","","","",""
1,"Dual Doomsuits",0,0,"","","","","",""
2,"Dualcaster Mage",0,0,"","","","","",""
1,"Dub",0,0,"","","","","",""
1,"Duelist's Heritage",0,0,"","","","","",""
1,"Duergar Hedge-Mage",0,0,"","","","","",""
1,"Duneblast",0,0,"","","","","",""
1,"Dunes of the Dead",0,0,"","","","","",""
1,"Dungeon Geists",0,0,"","","","","",""
2,"Duplicant",0,0,"","","","","",""
2,"Duplication Device",0,0,"","","","","",""
6,"Duress",0,0,"","","","","",""
1,"Dusk // Dawn",0,0,"","","","","",""
1,"Duskmantle Operative",0,0,"","","","","",""
1,"Duskmantle Seer",0,0,"","","","","",""
1,"Duskmantle, House of Shadow",0,0,"","","","","",""
1,"Dwarven Bloodboiler",0,0,"","","","","",""
1,"Dwarven Lightsmith",0,0,"","","","","",""
2,"Dwarven Priest",0,0,"","","","","",""
1,"Dynacharge",0,0,"","","","","",""
1,"Eager Beaver",0,0,"","","","","",""
1,"Earl of Squirrel",0,0,"","","","","",""
4,"Earthquake",0,0,"","","","","",""
1,"Earwig Squad",0,0,"","","","","",""
1,"Eat to Extinction",0,0,"","","","","",""
1,"Eaten by Spiders",0,0,"","","","","",""
1,"Eater of Hope",0,0,"","","","","",""
1,"Ebonblade Reaper",0,0,"","","","","",""
1,"Echo Mage",0,0,"","","","","",""
1,"Echo Storm",0,0,"","","","","",""
2,"Echoing Courage",0,0,"","","","","",""
1,"Echoing Truth",0,0,"","","","","",""
1,"Edgar Markov",0,0,"","","","","",""
1,"Edric, Spymaster of Trest",0,0,"","","","","",""
2,"Eel Umbra",0,0,"","","","","",""
1,"Eerie Interlude",0,0,"","","","","",""
1,"Eidolon of Blossoms",0,0,"","","","","",""
1,"Eidolon of Countless Battles",0,0,"","BNG","","","",""
1,"Eidolon of Obstruction",0,0,"","","","","",""
1,"Elaborate Firecannon",0,0,"","","","","",""
1,"Elbrus, the Binding Blade // Withengar Unbound",0,0,"","","","","",""
1,"Elderwood Scion",0,0,"","","","","",""
1,"Eldrazi Monument",0,0,"","","","","",""
1,"Electrickery",0,0,"","","","","",""
2,"Electrify",0,0,"","","","","",""
2,"Electrolyze",0,0,"","","","","",""
1,"Electrostatic Field",0,0,"","","","","",""
2,"Elemental Bond",0,0,"","","","","",""
2,"Elephant Guide",0,0,"","","","","",""
2,"Elfhame Druid",0,0,"","","","","",""
2,"Elite Guardmage",0,0,"","","","","",""
1,"Elite Instructor",0,0,"","","","","",""
1,"Elite Scaleguard",0,0,"","","","","",""
1,"Elixir of Immortality",0,0,"","","","","",""
1,"Elsha of the Infinite",0,0,"","","","","",""
1,"Elspeth, Sun's Nemesis",0,0,"","","","","",""
1,"Elusive Krasis",0,0,"","","","","",""
1,"Elusive Tormentor // Insidious Mist",0,0,"","","","","",""
1,"Elves of Deep Shadow",0,0,"","","","","",""
1,"Elvish Aberration",0,0,"","","","","",""
1,"Elvish Champion",0,0,"","","","","",""
4,"Elvish Mystic",0,0,"","","","","",""
1,"Elvish Piper",0,0,"","","","","",""
2,"Elvish Rejuvenator",0,0,"","","","","",""
2,"Elvish Visionary",0,0,"","","","","",""
1,"Emancipation Angel",0,0,"","","","","",""
1,"Embalmer's Tools",0,0,"","","","","",""
1,"Embargo",0,0,"","","","","",""
1,"Ember Hauler",0,0,"","","","","",""
1,"Embersmith",0,0,"","","","","",""
1,"Embraal Gear-Smasher",0,0,"","","","","",""
1,"Emergence Zone",0,0,"","ELD","","","",""
1,"Emergence Zone",0,0,"","","","","",""
2,"Emergent Growth",0,0,"","","","","",""
1,"Emeria, the Sky Ruin",0,0,"","","","","",""
1,"Emissary of Grudges",0,0,"","","","","",""
1,"Emissary of the Sleepless",0,0,"","","","","",""
1,"Emmara Tandris",0,0,"","","","","",""
1,"Emperor's Vanguard",0,0,"","","","","",""
1,"Empowered Autogenerator",0,0,"","","","","",""
1,"Empty the Warrens",0,0,"","","","","",""
1,"Empyreal Voyager",0,0,"","","","","",""
1,"Empyrean Eagle",0,0,"","ELD","","","",""
1,"Empyrial Storm",0,0,"","","","","",""
1,"Emrakul, the Promised End",0,0,"","","","","",""
1,"Enchanter's Bane",0,0,"","","","","",""
1,"Enchantress's Presence",0,0,"","","","","",""
2,"Enclave Elite",0,0,"","","","","",""
1,"Encroaching Wastes",0,0,"","","","","",""
1,"End Hostilities",0,0,"","","","","",""
1,"Endless Atlas",0,0,"","","","","",""
1,"Endless One",0,0,"","","","","",""
1,"Enduring Scalelord",0,0,"","","","","",""
1,"Engulf the Shore",0,0,"","","","","",""
1,"Enigma Sphinx",0,0,"","","","","",""
1,"Enlarge",0,0,"","","","","",""
1,"Enraged Ceratok",0,0,"","","","","",""
1,"Enter the God-Eternals",0,0,"","","","","",""
1,"Enthralling Victor",0,0,"","","","","",""
1,"Entirely Normal Armchair",0,0,"","","","","",""
1,"Entomb",0,0,"","","","","",""
1,"Entrancing Lyre",0,0,"","","","","",""
2,"Entreat the Angels",0,0,"","","","","",""
1,"Entreat the Dead",0,0,"","","","","",""
1,"Ephara's Radiance",0,0,"","","","","",""
1,"Epic Confrontation",0,0,"","","","","",""
1,"Epic Experiment",0,0,"","","","","",""
1,"Epiphany Storm",0,0,"","","","","",""
1,"Epochrasite",0,0,"","","","","",""
1,"Erebos's Emissary",0,0,"","","","","",""
1,"Erebos's Intervention",0,0,"","","","","",""
1,"Erebos, Bleak-Hearted",0,0,"","","","","",""
2,"Erratic Cyclops",0,0,"","","","","",""
2,"Erratic Visionary",0,0,"","","","","",""
2,"Erstwhile Trooper",0,0,"","","","","",""
1,"Escape Velocity",0,0,"","","","","",""
1,"Esper Charm",0,0,"","","","","",""
5,"Essence Scatter",0,0,"","","","","",""
1,"Estrid's Invocation",0,0,"","","","","",""
1,"Estrid, the Masked",0,0,"","C18","","","",""
1,"Eternal Skylord",0,0,"","","","","",""
1,"Eternal Taskmaster",0,0,"","","","","",""
1,"Eternal Thirst",0,0,"","","","","",""
3,"Eternal Witness",0,0,"","","","","",""
1,"Ethereal Absolution",0,0,"","","","","",""
1,"Ethereal Armor",0,0,"","","","","",""
1,"Ethereal Guidance",0,0,"","","","","",""
1,"Etherium Sculptor",0,0,"","","","","",""
1,"Etherium-Horn Sorcerer",0,0,"","","","","",""
2,"Etrata, the Silencer",0,0,"","","","","",""
1,"Eutropia the Twice-Favored",0,0,"","","","","",""
2,"Evangel of Heliod",0,0,"","","","","",""
4,"Evasive Action",0,0,"","","","","",""
1,"Ever-Watching Threshold",0,0,"","","","","",""
2,"Everdawn Champion",0,0,"","","","","",""
1,"Everflame Eidolon",0,0,"","","","","",""
3,"Everflowing Chalice",0,0,"","","","","",""
1,"Evil Twin",0,0,"","","","","",""
1,"Evincar's Justice",0,0,"","","","","",""
2,"Evolution Sage",0,0,"","","","","",""
33,"Evolving Wilds",0,0,"","","","","",""
1,"Evolving Wilds",0,0,"","ELD","","","",""
1,"Evra, Halcyon Witness",0,0,"","","","","",""
1,"Exalted Angel",0,0,"","","","","",""
1,"Exava, Rakdos Blood Witch",0,0,"","","","","",""
1,"Exclusion Mage",0,0,"","","","","",""
1,"Excoriate",0,0,"","","","","",""
1,"Exemplar of Strength",0,0,"","","","","",""
7,"Exotic Orchard",0,0,"","","","","",""
4,"Expedite",0,0,"","","","","",""
1,"Expedition Raptor",0,0,"","","","","",""
1,"Expel from Orazca",0,0,"","","","","",""
1,"Experiment Kraj",0,0,"","","","","",""
1,"Experiment One",0,0,"","","","","",""
1,"Experimental Frenzy",0,0,"","","","","",""
1,"Exploration",0,0,"","","","","",""
3,"Explore",0,0,"","","","","",""
2,"Explorer's Scope",0,0,"","","","","",""
2,"Explosive Apparatus",0,0,"","","","","",""
3,"Explosive Vegetation",0,0,"","","","","",""
2,"Extinguish All Hope",0,0,"","","","","",""
2,"Extract from Darkness",0,0,"","","","","",""
1,"Extractor Demon",0,0,"","","","","",""
1,"Extricator of Sin // Extricator of Flesh",0,0,"","","","","",""
1,"Eye of the Storm",0,0,"","","","","",""
1,"Eyeblight Assassin",0,0,"","","","","",""
1,"Eyeblight's Ending",0,0,"","","","","",""
1,"Eyes in the Skies",0,0,"","","","","",""
1,"Eyes of the Wisent",0,0,"","","","","",""
1,"Fabricate",0,0,"","","","","",""
1,"Fabrication Module",0,0,"","","","","",""
5,"Fact or Fiction",0,0,"","","","","",""
1,"Fade into Antiquity",0,0,"","","","","",""
1,"Faerie Aerie",0,0,"","","","","",""
1,"Faerie Conclave",0,0,"","","","","",""
1,"Faerie Trickery",0,0,"","","","","",""
2,"Fairgrounds Warden",0,0,"","","","","",""
1,"Faith of the Devoted",0,0,"","","","","",""
4,"Faith's Fetters",0,0,"","","","","",""
4,"Faithless Looting",0,0,"","","","","",""
1,"Falkenrath Gorger",0,0,"","","","","",""
3,"Fall of the Hammer",0,0,"","","","","",""
1,"Fall of the Thran",0,0,"","","","","",""
1,"Fallen Angel",0,0,"","","","","",""
1,"Famished Paladin",0,0,"","","","","",""
1,"Fan Bearer",0,0,"","","","","",""
1,"Fan Favorite",0,0,"","","","","",""
2,"Fanatical Firebrand",0,0,"","","","","",""
1,"Far // Away",0,0,"","","","","",""
1,"Far Wanderings",0,0,"","","","","",""
1,"Farbog Revenant",0,0,"","","","","",""
2,"Farhaven Elf",0,0,"","","","","",""
1,"Farm // Market",0,0,"","","","","",""
4,"Farseek",0,0,"","","","","",""
1,"Fatal Push",0,0,"","","","","",""
1,"Fate Unraveler",0,0,"","","","","",""
2,"Fated Retribution",0,0,"","","","","",""
1,"Fated Return",0,0,"","","","","",""
1,"Fathom Feeder",0,0,"","","","","",""
2,"Fathom Mage",0,0,"","","","","",""
1,"Faultgrinder",0,0,"","","","","",""
1,"Fauna Shaman",0,0,"","","","","",""
1,"Favorable Winds",0,0,"","","","","",""
3,"Fearless Halberdier",0,0,"","","","","",""
2,"Fearsome Temper",0,0,"","","","","",""
1,"Feather, the Redeemed",0,0,"","","","","",""
1,"Fecundity",0,0,"","","","","",""
1,"Feisty Stegosaurus",0,0,"","","","","",""
2,"Feldon of the Third Path",0,0,"","","","","",""
1,"Feldon's Cane",0,0,"","","","","",""
1,"Felidar Guardian",0,0,"","","","","",""
2,"Felidar Sovereign",0,0,"","","","","",""
1,"Fell Specter",0,0,"","","","","",""
1,"Fell the Mighty",0,0,"","","","","",""
3,"Fellwar Stone",0,0,"","","","","",""
3,"Feral Hydra",0,0,"","","","","",""
1,"Feral Invocation",0,0,"","","","","",""
3,"Fertile Ground",0,0,"","","","","",""
1,"Fertile Thicket",0,0,"","","","","",""
3,"Fertilid",0,0,"","","","","",""
1,"Fervent Denial",0,0,"","","","","",""
1,"Fervent Strike",0,0,"","","","","",""
1,"Fervor",0,0,"","","","","",""
1,"Festercreep",0,0,"","","","","",""
1,"Feudkiller's Verdict",0,0,"","","","","",""
1,"Fevered Visions",0,0,"","","","","",""
1,"Field Creeper",0,0,"","","","","",""
5,"Field of Ruin",0,0,"","","","","",""
1,"Fiend Binder",0,0,"","","","","",""
2,"Fiend Hunter",0,0,"","","","","",""
1,"Fierce Empath",0,0,"","","","","",""
1,"Fiery Confluence",0,0,"","","","","",""
1,"Fiery Finish",0,0,"","","","","",""
1,"Fiery Intervention",0,0,"","","","","",""
3,"Fiery Temper",0,0,"","","","","",""
1,"Fight with Fire",0,0,"","","","","",""
1,"Fill with Fright",0,0,"","","","","",""
4,"Final Death",0,0,"","","","","",""
1,"Final Flare",0,0,"","","","","",""
1,"Final Fortune",0,0,"","","","","",""
2,"Final Parting",0,0,"","","","","",""
1,"Final Payment",0,0,"","","","","",""
1,"Finale of Revelation",0,0,"","","","","",""
1,"Finders, Keepers",0,0,"","","","","",""
1,"Finest Hour",0,0,"","","","","",""
2,"Fire // Ice",0,0,"","","","","",""
2,"Fire Diamond",0,0,"","","","","",""
4,"Fire Urchin",0,0,"","","","","",""
1,"Fire Whip",0,0,"","","","","",""
1,"Firefist Adept",0,0,"","","","","",""
1,"Firemane Angel",0,0,"","","","","",""
1,"Firemane Avenger",0,0,"","","","","",""
2,"Firemind Vessel",0,0,"","","","","",""
1,"Firemind's Research",0,0,"","","","","",""
2,"Fires of Yavimaya",0,0,"","","","","",""
2,"Fireshrieker",0,0,"","","","","",""
1,"Firewake Sliver",0,0,"","","","","",""
1,"First Pick",0,0,"","","","","",""
2,"First Response",0,0,"","","","","",""
1,"Fist of Suns",0,0,"","","","","",""
1,"Five-Alarm Fire",0,0,"","","","","",""
1,"Five-Finger Discount",0,0,"","","","","",""
1,"Flameblast Dragon",0,0,"","","","","",""
2,"Flamekin Village",0,0,"","","","","",""
1,"Flamerush Rider",0,0,"","","","","",""
1,"Flames of the Raze-Boar",0,0,"","","","","",""
1,"Flametongue Kavu",0,0,"","","","","",""
1,"Flamewave Invoker",0,0,"","","","","",""
1,"Flamewright",0,0,"","","","","",""
2,"Flaring Flame-Kin",0,0,"","","","","",""
1,"Flayer of the Hatebound",0,0,"","","","","",""
1,"Flaying Tendrils",0,0,"","","","","",""
1,"Fleecemane Lion",0,0,"","","","","",""
1,"Fleet Swallower",0,0,"","","","","",""
2,"Fleetfeather Sandals",0,0,"","","","","",""
1,"Fleetwheel Cruiser",0,0,"","","","","",""
1,"Flensermite",0,0,"","","","","",""
1,"Flesh-Eater Imp",0,0,"","","","","",""
1,"Fleshbag Marauder",0,0,"","","","","",""
2,"Flicker of Fate",0,0,"","","","","",""
1,"Flickerform",0,0,"","","","","",""
1,"Flickerwisp",0,0,"","","","","",""
2,"Flight of Fancy",0,0,"","","","","",""
1,"Flooded Strand",0,0,"","","","","",""
1,"Flourishing Defenses",0,0,"","","","","",""
1,"Flowstone Blade",0,0,"","","","","",""
2,"Flux Channeler",0,0,"","","","","",""
1,"Fluxcharger",0,0,"","","","","",""
1,"Flying Crane Technique",0,0,"","","","","",""
2,"Fog",0,0,"","","","","",""
2,"Fog Bank",0,0,"","","","","",""
3,"Foil",0,0,"","","","","",""
1,"Font of Return",0,0,"","","","","",""
1,"Foot Soldiers",0,0,"","","","","",""
1,"Footlight Fiend",0,0,"","","","","",""
4,"Forbid",0,0,"","","","","",""
1,"Forbidden Orchard",0,0,"","","","","",""
1,"Force of Will",0,0,"","","","","",""
2,"Forced Landing",0,0,"","","","","",""
2,"Forebear's Blade",0,0,"","","","","",""
1,"Forerunner of the Coalition",0,0,"","","","","",""
1,"Forerunner of the Empire",0,0,"","","","","",""
2,"Forerunner of the Heralds",0,0,"","","","","",""
4,"Forge of Heroes",0,0,"","","","","",""
1,"Forgotten Ancient",0,0,"","","","","",""
8,"Forgotten Cave",0,0,"","","","","",""
1,"Fork in the Road",0,0,"","","","","",""
1,"Forlorn Pseudamma",0,0,"","","","","",""
1,"Form of the Dinosaur",0,0,"","","","","",""
2,"Forsake the Worldly",0,0,"","","","","",""
9,"Forsaken Sanctuary",0,0,"","","","","",""
2,"Fortuitous Find",0,0,"","","","","",""
1,"Fortunate Few",0,0,"","","","","",""
1,"Fortune's Favor",0,0,"","","","","",""
12,"Foul Orchard",0,0,"","","","","",""
1,"Foundry Champion",0,0,"","","","","",""
2,"Foundry of the Consuls",0,0,"","","","","",""
2,"Foundry Street Denizen",0,0,"","","","","",""
1,"Fractured Identity",0,0,"","","","","",""
1,"Fractured Loyalty",0,0,"","","","","",""
2,"Frantic Search",0,0,"","","","","",""
1,"Frenzied Goblin",0,0,"","","","","",""
2,"Frenzied Rage",0,0,"","","","","",""
1,"Fresh Meat",0,0,"","","","","",""
1,"Fretwork Colony",0,0,"","","","","",""
1,"Freyalise, Llanowar's Fury",0,0,"","","","","","oversize"
1,"Frilled Mystic",0,0,"","","","","",""
1,"Frogify",0,0,"","ELD","","","",""
1,"Frogtosser Banneret",0,0,"","","","","",""
1,"From Under the Floorboards",0,0,"","","","","",""
2,"Frontier Bivouac",0,0,"","","","","",""
1,"Frontier Siege",0,0,"","","","","",""
1,"Fruit of Tizerus",0,0,"","","","","",""
1,"Fuel for the Cause",0,0,"","","","","",""
1,"Full Flowering",0,0,"","","","","",""
1,"Fulminator Mage",0,0,"","","","","",""
1,"Fumble",0,0,"","","","","",""
1,"Fume Spitter",0,0,"","","","","",""
1,"Fumigate",0,0,"","","","","",""
1,"Fumiko the Lowblood",0,0,"","","","","",""
2,"Funeral Rites",0,0,"","","","","",""
2,"Fungal Plots",0,0,"","","","","",""
2,"Fungus Sliver",0,0,"","","","","",""
1,"Furious Assault",0,0,"","","","","",""
1,"Furious Rise",0,0,"","","","","",""
1,"Furnace Celebration",0,0,"","","","","",""
1,"Furnace Whelp",0,0,"","","","","",""
1,"Fury Charm",0,0,"","","","","",""
1,"Fury Storm",0,0,"","","","","",""
1,"Fyndhorn Elves",0,0,"","","","","",""
1,"Gaddock Teeg",0,0,"","","","","",""
1,"Gaea's Anthem",0,0,"","","","","",""
2,"Gaea's Blessing",0,0,"","","","","",""
1,"Gaea's Cradle",0,0,"","","","","",""
1,"Gaea's Herald",0,0,"","","","","",""
1,"Gaea's Revenge",0,0,"","","","","",""
1,"Galerider Sliver",0,0,"","","","","",""
1,"Gallant Cavalry",0,0,"","","","","",""
1,"Gallia of the Endless Dance",0,0,"","","","","",""
2,"Galloping Lizrog",0,0,"","","","","",""
1,"Galvanoth",0,0,"","","","","",""
2,"Gamble",0,0,"","","","","",""
1,"Game Plan",0,0,"","","","","",""
2,"Gamekeeper",0,0,"","","","","",""
2,"Gang of Devils",0,0,"","","","","",""
2,"Gang Up",0,0,"","","","","",""
1,"Gargoyle Castle",0,0,"","","","","",""
1,"Gargoyle Sentinel",0,0,"","","","","",""
2,"Garna, the Bloodflame",0,0,"","","","","",""
1,"Garruk's Horde",0,0,"","","","","",""
1,"Garruk's Packleader",0,0,"","","","","",""
1,"Garruk, Primal Hunter",0,0,"","","","","",""
1,"Gaseous Form",0,0,"","","","","",""
1,"Gate to the Aether",0,0,"","","","","",""
1,"Gate to the Afterlife",0,0,"","","","","",""
6,"Gateway Plaza",0,0,"","","","","",""
1,"Gather Courage",0,0,"","","","","",""
2,"Gaze of Granite",0,0,"","","","","",""
2,"Geier Reach Sanitarium",0,0,"","","","","",""
1,"Geist of the Lonely Vigil",0,0,"","","","","",""
1,"Geist of the Moors",0,0,"","","","","",""
1,"Geist-Honored Monk",0,0,"","","","","",""
1,"Geistcatcher's Rig",0,0,"","","","","",""
1,"Gelectrode",0,0,"","","","","",""
1,"Gemhide Sliver",0,0,"","","","","",""
2,"Gempalm Incinerator",0,0,"","","","","",""
2,"Generator Servant",0,0,"","","","","",""
1,"Genesis Chamber",0,0,"","","","","",""
2,"Genesis Hydra",0,0,"","","","","",""
1,"Genesis Storm",0,0,"","","","","",""
1,"Genetic Recombinator",0,0,"","","","","",""
2,"Geode Golem",0,0,"","","","","",""
1,"Gerrard, Weatherlight Hero",0,0,"","","","","",""
1,"Geth's Grimoire",0,0,"","","","","",""
1,"Geth, Lord of the Vault",0,0,"","","","","",""
1,"Ghastly Conscription",0,0,"","","","","",""
1,"Ghave, Guru of Spores",0,0,"","","","","",""
2,"Ghirapur Gearcrafter",0,0,"","","","","",""
1,"Ghirapur Orrery",0,0,"","","","","",""
1,"Ghired's Belligerence",0,0,"","","","","",""
1,"Ghired, Conclave Exile",0,0,"","","","","",""
2,"Ghitu Chronicler",0,0,"","","","","",""
1,"Ghitu Journeymage",0,0,"","","","","",""
4,"Ghitu Lavarunner",0,0,"","","","","",""
1,"Ghor-Clan Rampager",0,0,"","","","","",""
1,"Ghor-Clan Wrecker",0,0,"","","","","",""
1,"Ghost Council of Orzhova",0,0,"","","","","",""
3,"Ghost Quarter",0,0,"","","","","",""
1,"Ghostform",0,0,"","","","","",""
3,"Ghostly Prison",0,0,"","","","","",""
1,"Ghostly Sentinel",0,0,"","","","","",""
2,"Ghoulcaller's Accomplice",0,0,"","","","","",""
1,"Ghoulsteed",0,0,"","","","","",""
1,"Giant Adephage",0,0,"","","","","",""
9,"Giant Growth",0,0,"","","","","",""
1,"Giant Solifuge",0,0,"","","","","",""
1,"Giant Spectacle",0,0,"","","","","",""
1,"Giant Spider",0,0,"","","","","",""
1,"Gideon's Lawkeeper",0,0,"","","","","",""
1,"Gideon's Reproach",0,0,"","","","","",""
2,"Gideon's Sacrifice",0,0,"","","","","",""
1,"Gideon's Triumph",0,0,"","","","","",""
1,"Gideon, Champion of Justice",0,0,"","","","","",""
1,"Gift Horse",0,0,"","","","","",""
1,"Gift of Doom",0,0,"","","","","",""
2,"Gift of Paradise",0,0,"","","","","",""
1,"Gift of Strength",0,0,"","","","","",""
2,"Gifted Aetherborn",0,0,"","","","","",""
1,"Gigapede",0,0,"","","","","",""
1,"Gilded Lotus",0,0,"","","","","",""
1,"Gimme Five",0,0,"","","","","",""
2,"Gird for Battle",0,0,"","","","","",""
1,"Gisa and Geralf",0,0,"","","","","",""
1,"Gisa's Bidding",0,0,"","","","","",""
1,"Gisela, Blade of Goldnight",0,0,"","","","","",""
2,"Gladehart Cavalry",0,0,"","","","","",""
1,"Glare of Subdual",0,0,"","","","","",""
2,"Glaring Spotlight",0,0,"","","","","",""
2,"Gleam of Battle",0,0,"","","","","",""
1,"Gleaming Overseer",0,0,"","","","","",""
1,"Glimmerpoint Stag",0,0,"","","","","",""
1,"Glimpse the Unthinkable",0,0,"","","","","",""
1,"Glint-Sleeve Artisan",0,0,"","","","","",""
1,"Glissa, the Traitor",0,0,"","","","","",""
5,"Glistener Elf",0,0,"","","","","",""
2,"Global Ruin",0,0,"","","","","",""
1,"Gloomwidow",0,0,"","","","","",""
1,"Glorifier of Dusk",0,0,"","","","","",""
1,"Glorious End",0,0,"","","","","",""
1,"Glory Bearers",0,0,"","","","","",""
1,"Glory-Bound Initiate",0,0,"","","","","",""
1,"Glorybringer",0,0,"","","","","",""
4,"Glowspore Shaman",0,0,"","","","","",""
1,"Glyph Keeper",0,0,"","","","","",""
1,"Gnome-Made Engine",0,0,"","","","","",""
2,"Go for the Throat",0,0,"","","","","",""
1,"GO TO JAIL",0,0,"","","","","",""
1,"Goblin Archaeologist",0,0,"","","","","",""
1,"Goblin Assassin",0,0,"","","","","",""
1,"Goblin Assault Team",0,0,"","","","","",""
1,"Goblin Banneret",0,0,"","","","","",""
1,"Goblin Barrage",0,0,"","","","","",""
2,"Goblin Bombardment",0,0,"","","","","",""
1,"Goblin Bushwhacker",0,0,"","","","","",""
1,"Goblin Chainwhirler",0,0,"","","","","",""
1,"Goblin Charbelcher",0,0,"","","","","",""
1,"Goblin Chieftain",0,0,"","","","","",""
1,"Goblin Chirurgeon",0,0,"","","","","","(Foglio)"
1,"Goblin Cohort",0,0,"","","","","",""
1,"Goblin Dark-Dwellers",0,0,"","","","","",""
1,"Goblin Diplomats",0,0,"","","","","",""
4,"Goblin Electromancer",0,0,"","","","","",""
1,"Goblin Festival",0,0,"","","","","",""
1,"Goblin Game",0,0,"","","","","",""
1,"Goblin Gaveleer",0,0,"","","","","",""
1,"Goblin Glory Chaser",0,0,"","","","","",""
1,"Goblin Goon",0,0,"","","","","",""
1,"Goblin Grenade",0,0,"","","","","",""
1,"Goblin Haberdasher",0,0,"","","","","",""
3,"Goblin Instigator",0,0,"","","","","",""
1,"Goblin Kaboomist",0,0,"","","","","",""
1,"Goblin King",0,0,"","","","","",""
1,"Goblin Locksmith",0,0,"","","","","",""
1,"Goblin Lookout",0,0,"","","","","",""
1,"Goblin Matron",0,0,"","","","","",""
3,"Goblin Motivator",0,0,"","","","","",""
1,"Goblin Piledriver",0,0,"","","","","",""
1,"Goblin Rabblemaster",0,0,"","","","","",""
2,"Goblin Rally",0,0,"","","","","",""
1,"Goblin Razerunners",0,0,"","","","","",""
1,"Goblin Recruiter",0,0,"","","","","",""
