amount,card_name,is_foil,is_pinned,set_id,set_code,collector_number,language,condition,comment,added
2,"Crop Rotation",,,"","C20","169","","","",""
1,"Crop Rotation",,,"","C20","","","","",""
1,"Crosis, the Purger",,,"","","","","","",""
1,"Crosis's Charm",,,"","","","","","",""
1,"Crow of Dark Tidings",,,"","","","","","",""
2,"Crow of Dark Tidings",,,"","JMP","221","","","",""
1,"Crow Storm",,,"","","","","","",""
1,"Crown of Skemfar",,,"","","","","","",""
1,"Crucible of Fire",,,"","","","","","",""
2,"Crucible of the Spirit Dragon",,,"","","","","","",""
2,"Cruel Celebrant",,,"","","","","","",""
1,"Cruel Edict",,,"","","","","","",""
1,"Cruel Entertainment",,,"","","","","","",""
2,"Cruel Sadist",,,"","","","","","",""
1,"Crumbling Colossus",,,"","","","","","",""
1,"Crumbling Necropolis",,,"","","","","","",""
1,"Crusade",,,"","","","","","",""
2,"Crusader of Odric",,,"","M13","10","","","",""
1,"Crush Contraband",,,"","","","","","",""
2,"Crush Contraband",,,"","","","","","",""
2,"Crush Dissent",,,"","","","","","",""
1,"Crush the Weak",,,"","","","","","",""
4,"Crushing Canopy",,,"","","","","","",""
1,"Crushing Disappointment",,,"","","","","","",""
1,"Crushing Vines",,,"","","","","","",""
1,"Crushing Vines",,,"","C17","146","","","",""
1,"Crux of Fate",,,"","","","","","",""
1,"Crypt Champion",,,"","","","","","",""
1,"Crypt Ghast",,,"","","","","","",""
1,"Crypt Lurker",,,"","","","","","",""
1,"Crypt of the Eternals",,,"","AKR","286","","","",""
1,"Cryptborn Horror",,,"","","","","","",""
1,"Cryptic Caves",,,"","","","","","",""
1,"Cryptic Caves",,,"","ZNC","125","","","",""
1,"Cryptic Caves",,,"","ZNC","125","","","",""
1,"Cryptic Gateway",,,"","","","","","",""
1,"Cryptic Trilobite",,,"","C20","","","","",""
1,"Crystal Ball",,,"","","","","","",""
1,"Crystal Chimes",,,"","","","","","",""
1,"Crystal Shard",,,"","MRD","159","","","",""
1,"Crystalline Crawler",,,"","","","","","",""
1,"Crystalline Resonance",,,"","C20","","","","",""
1,"Crystalline Sliver",,,"","PLIST","204","","","",""
4,"Culling Dais",,,"","BBD","233","","","",""
1,"Culling Mark",,,"","","","","","",""
1,"Culmination of Studies",,,"","","","","","",""
1,"Cultist's Staff",,,"","","","","","",""
1,"Cultivate",,,"","","","","","",""
1,"Cultivate",,,"","C20","","","","",""
11,"Cultivate",,,"","M21","177","","","",""
1,"Cultivate",,,"","CMR","","","","",""
1,"Cultivate",,,"","","","","","",""
1,"Cultivator of Blades",,,"","","","","","",""
1,"Cultivator's Caravan",,,"","","","","","",""
1,"Cultural Exchange",,,"","","","","","",""
1,"Cunning Geysermage",,,"","","","","","",""
1,"Cunning Rhetoric",,,"","","","","","",""
1,"Cunning Sparkmage",,,"","","","","","",""
1,"Cuombajj Witches",,,"","","","","","",""
1,"Curate",,,"","","","","","",""
1,"Curator of Mysteries",,,"","C20","","","","",""
3,"Curator's Ward",,,"","","","","","",""
2,"Curiosity",,,"","","","","","",""
1,"Curiosity Crafter",,,"","","","","","",""
1,"Curious Herd",,,"","C20","","","","",""
2,"Curse of Bloodletting",,,"","","","","","",""
1,"Curse of Bounty",,,"","","","","","",""
1,"Curse of Chaos",,,"","","","","","",""
1,"Curse of Disturbance",,,"","","","","","",""
1,"Curse of Disturbance",,,"","C17","16","","","",""
1,"Curse of Echoes",,,"","","","","","",""
1,"Curse of Exhaustion",,,"","","","","","",""
1,"Curse of Fool's Wisdom",,,"","","","","","",""
2,"Curse of Inertia",,,"","","","","","",""
1,"Curse of Oblivion",,,"","","","","","",""
2,"Curse of Opulence",,,"","","","","","",""
1,"Curse of Predation",,,"","","","","","",""
1,"Curse of Stalked Prey",,,"","","","","","",""
1,"Curse of the Forsaken",,,"","","","","","",""
3,"Curse of the Nightly Hunt",,,"","","","","","",""
1,"Curse of the Swine",,,"","KHC","37","","","",""
1,"Curse of the Swine",,,"","THS","46","","","",""
1,"Curse of the Swine",,,"","","","","","",""
1,"Curse of Vengeance",,,"","","","","","",""
1,"Curse of Verbosity",,,"","","","","","",""
2,"Curse of Vitality",,,"","","","","","",""
1,"Cursed Mirror",,,"","","","","","",""
2,"Cursed Totem",,,"","","","","","",""
1,"Custodi Soulbinders",,,"","","","","","",""
1,"Custodi Squire",,,"","","","","","",""
1,"Custody Battle",,,"","","","","","",""
1,"Cutthroat il-Dal",,,"","FUT","64","","","",""
1,"Cyclonic Rift",,,"","MM3","35","","","",""
1,"Cyclops Electromancer",,,"","","","","","",""
1,"Cystbearer",,,"","","","","","",""
1,"Cytoplast Root-Kin",,,"","","","","","",""
1,"D'Avenant Trapper",,,"","","","","","",""
1,"Dack Fayden",,,"","","","","","",""
1,"Dack's Duplicate",,,"","VMA","248","","","",""
1,"Daggerback Basilisk",,,"","","","","","",""
2,"Dakmor Salvage",,,"","","","","","",""
1,"Damia, Sage of Stone",,,"","","","","","",""
1,"Damnable Pact",,,"","","","","","",""
1,"Damnable Pact",,,"","C17","108","","","",""
3,"Damping Sphere",,,"","","","","","",""
1,"Dance of the Skywise",,,"","","","","","",""
1,"Danitha Capashen, Paragon",,,"","","","","","",""
1,"Danitha Capashen, Paragon",,,"","DOM","12","","","",""
1,"Daretti, Scrap Savant",,,"","","","","","",""
1,"Daretti, Scrap Savant",,,"","CM2","","","","",""
1,"Dargo, the Shipwrecker",,,"","","","","","",""
1,"Darien, King of Kjeldor",,,"","","","","","",""
1,"Darigaaz Reincarnated",,,"","","","","","",""
1,"Daring Archaeologist",,,"","","","","","",""
1,"Daring Buccaneer",,,"","","","","","",""
1,"Daring Demolition",,,"","","","","","",""
1,"Daring Fiendbonder",,,"","C20","","","","",""
1,"Daring Saboteur",,,"","","","","","",""
1,"Daring Skyjek",,,"","","","","","",""
1,"Dark Betrayal",,,"","","","","","",""
2,"Dark Confidant",,,"","MM2","75","","","",""
2,"Dark Dabbling",,,"","","","","","",""
2,"Dark Depths",,,"","UMA","241","","","",""
1,"Dark Hatchling",,,"","","","","","",""
1,"Dark Impostor",,,"","","","","","",""
1,"Dark Ritual",,,"","","","","","",""
1,"Dark Withering",,,"","C19","110","","","",""
1,"Darkblast",,,"","","","","","",""
1,"Darkheart Sliver",,,"","PLC","155","","","",""
3,"Darksteel Axe",,,"","IMA","214","","","",""
1,"Darksteel Citadel",,,"","","","","","",""
4,"Darksteel Citadel",,,"","C18","241","","","",""
5,"Darksteel Ingot",,,"","","","","","",""
1,"Darksteel Juggernaut",,,"","","","","","",""
1,"Darksteel Mutation",,,"","","","","","",""
3,"Darksteel Mutation",,,"","CMA","9","","","",""
1,"Darksteel Sentinel",,,"","","","","","",""
1,"Darkwater Catacombs",,,"","C20","","","","",""
2,"Darkwater Catacombs",,,"","","","","","",""
1,"Daru Encampment",,,"","","","","","",""
1,"Dauntless Bodyguard",,,"","","","","","",""
1,"Dauntless Cathar",,,"","","","","","",""
1,"Dauntless Escort",,,"","","","","","",""
1,"Dauntless Survivor",,,"","","","","","",""
1,"Dauntless Unity",,,"","","","","","",""
1,"Dauthi Mindripper",,,"","","","","","",""
1,"Davriel, Rogue Shadowmage",,,"","","","","","",""
2,"Davriel's Shadowfugue",,,"","","","","","",""
1,"Dawn Charm",,,"","","","","","",""
1,"Dawn Charm",,,"","UMA","13","","","",""
1,"Dawn Evangel",,,"","","","","","",""
1,"Dawn to Dusk",,,"","","","","","",""
2,"Dawn's Reflection",,,"","","","","","",""
1,"Dawnbreak Reclaimer",,,"","","","","","",""
1,"Dawnglare Invoker",,,"","","","","","",""
1,"Dawnstrider",,,"","","","","","",""
1,"Dawntreader Elk",,,"","","","","","",""
1,"Daxos of Meletis",,,"","","","","","",""
1,"Daxos the Returned",,,"","","","","","",""
1,"Daxos, Blessed by the Sun",,,"","","","","","",""
1,"Day of the Dragons",,,"","","","","","",""
1,"Daybreak Charger",,,"","","","","","",""
1,"Daybreak Chimera",,,"","","","","","",""
1,"Dazzling Lights",,,"","","","","","",""
1,"Dazzling Sphinx",,,"","","","","","",""
1,"Dead Revels",,,"","","","","","",""
3,"Dead Weight",,,"","","","","","",""
1,"Deadbridge Chant",,,"","C20","","","","",""
1,"Deadbridge Chant",,,"","","","","","",""
1,"Deadbridge Goliath",,,"","","","","","",""
1,"Deadeye Navigator",,,"","","","","","",""
1,"Deadeye Quartermaster",,,"","","","","","",""
1,"Deadly Alliance",,,"","","","","","",""
1,"Deadly Brew",,,"","","","","","",""
1,"Deadly Designs",,,"","","","","","",""
2,"Deadly Poison Sampler",,,"","","","","","",""
2,"Deadly Recluse",,,"","","","","","",""
1,"Deadly Rollick",,,"","C20","","","","",""
1,"Deadly Tempest",,,"","","","","","",""
1,"Deadly Tempest",,,"","C20","","","","",""
1,"Dearly Departed",,,"","C20","","","","",""
2,"Death by Dragons",,,"","","","","","",""
2,"Death Denied",,,"","","","","","",""
1,"Death Grasp",,,"","","","","","",""
1,"Death-Hood Cobra",,,"","MM3","123","","","",""
2,"Death's Presence",,,"","","","","","",""
1,"Deathbringer Liege",,,"","","","","","",""
1,"Deathbringer Regent",,,"","","","","","",""
1,"Deathbringer Regent",,,"","C17","110","","","",""
1,"Deathcap Cultivator",,,"","","","","","",""
1,"Deathcult Rogue",,,"","","","","","",""
2,"Deathforge Shaman",,,"","","","","","",""
1,"Deathgorge Scavenger",,,"","","","","","",""
1,"Deathmark",,,"","","","","","",""
1,"Deathmist Raptor",,,"","","","","","",""
1,"Deathpact Angel",,,"","RNA","","","","",""
5,"Deathreap Ritual",,,"","C18","174","","","",""
1,"Deathrender",,,"","","","","","",""
1,"Deathrite Shaman",,,"","","","","","",""
1,"Deathsprout",,,"","C20","","","","",""
1,"Deathsprout",,,"","","","","","",""
1,"Debt to the Deathless",,,"","","","","","",""
1,"Debtors' Knell",,,"","","","","","",""
1,"Debtors' Knell",,,"","GK2","39","","","",""
1,"Deceiver Exarch",,,"","","","","","",""
1,"Deceiver of Form",,,"","","","","","",""
2,"Decimate",,,"","","","","","",""
1,"Decisive Denial",,,"","","","","","",""
2,"Decommission",,,"","","","","","",""
1,"Decorated Champion",,,"","","","","","",""
1,"Decoy Gambit",,,"","C20","","","","",""
1,"Decree of Justice",,,"","C20","","","","",""
1,"Decree of Justice",,,"","","","","","",""
1,"Decree of Pain",,,"","","","","","",""
1,"Deekah, Fractal Theorist",,,"","","","","","",""
2,"Deep Analysis",,,"","","","","","",""
1,"Deep Forest Hermit",,,"","","","","","",""
1,"Deep-Sea Kraken",,,"","","","","","",""
1,"Deepfathom Skulker",,,"","","","","","",""
1,"Deepglow Skate",,,"","CM2","39","","","",""
1,"Deeproot Elite",,,"","","","","","",""
1,"Defective Detective",,,"","","","","","",""
1,"Defiant Bloodlord",,,"","","","","","",""
1,"Defiant Salvager",,,"","","","","","",""
5,"Defiant Strike",,,"","","","","","",""
1,"Deflecting Palm",,,"","","","","","",""
1,"Deflecting Swat",,,"","C20","","","","",""
1,"Deft Dismissal",,,"","","","","","",""
1,"Defy Gravity",,,"","","","","","",""
2,"Delay",,,"","FMB1","21","","","",""
1,"Demanding Dragon",,,"","","","","","",""
5,"Demolish",,,"","","","","","",""
1,"Demon Bolt",,,"","","","","","",""
1,"Demon of Catastrophes",,,"","","","","","",""
1,"Demon's Disciple",,,"","","","","","",""
1,"Demon's Grasp",,,"","","","","","",""
1,"Demon's Horn",,,"","","","","","",""
1,"Demon's Jester",,,"","","","","","",""
1,"Demonfire",,,"","","","","","",""
1,"Demonic Embrace",,,"","","","","","",""
1,"Demonic Lore",,,"","","","","","",""
1,"Demonic Pact",,,"","AKR","99","","","",""
2,"Demonic Vigor",,,"","","","","","",""
1,"Demonlord Belzenlok",,,"","","","","","",""
1,"Demonmail Hauberk",,,"","","","","","",""
1,"Demonspine Whip",,,"","","","","","",""
3,"Demystify",,,"","","","","","",""
1,"Den Protector",,,"","","","","","",""
1,"Dense Foliage",,,"","","","","","",""
1,"Deny Existence",,,"","","","","","",""
1,"Deny the Divine",,,"","","","","","",""
1,"Depala, Pilot Exemplar",,,"","","","","","",""
1,"Depart the Realm",,,"","","","","","",""
2,"Depose // Deploy",,,"","","","","","",""
1,"Deprive",,,"","","","","","",""
1,"Deranged Assistant",,,"","","","","","",""
1,"Deranged Assistant",,,"","UMA","49","","","",""
1,"Derevi, Empyrial Tactician",,,"","CMA","176","","","",""
1,"Descend upon the Sinful",,,"","","","","","",""
1,"Descend upon the Sinful",,,"","C20","","","","",""
1,"Desecrated Tomb",,,"","","","","","",""
1,"Desecration Demon",,,"","","","","","",""
1,"Desecrator Hag",,,"","","","","","",""
4,"Desert of the Fervent",,,"","AKR","287","","","",""
1,"Desert of the Fervent",,,"","C20","","","","",""
1,"Desert of the Fervent",,,"","","","","","",""
2,"Desert of the Glorified",,,"","AKR","288","","","",""
4,"Desert of the Indomitable",,,"","AKR","289","","","",""
4,"Desert of the Mindful",,,"","AKR","290","","","",""
1,"Desert of the Mindful",,,"","C20","","","","",""
1,"Desert of the Mindful",,,"","","","","","",""
2,"Desert of the True",,,"","AKR","291","","","",""
1,"Desert of the True",,,"","C20","","","","",""
1,"Desolate Lighthouse",,,"","C20","","","","",""
1,"Desolation Giant",,,"","","","","","",""
2,"Desolation Twin",,,"","C19","60","","","",""
1,"Desolation Twin",,,"","","","","","",""
1,"Despark",,,"","","","","","",""
1,"Despark",,,"","C20","","","","",""
2,"Desperate Ravings",,,"","","","","","",""
1,"Desperate Ritual",,,"","","","","","",""
1,"Desperate Sentry",,,"","","","","","",""
1,"Destined // Lead",,,"","AKR","232","","","",""
1,"Destiny Spinner",,,"","","","","","",""
1,"Destroy the Evidence",,,"","","","","","",""
2,"Destructive Tampering",,,"","","","","","",""
1,"Detection Tower",,,"","","","","","",""
1,"Detention Sphere",,,"","","","","","",""
1,"Devastation Tide",,,"","","","","","",""
1,"Devil's Play",,,"","","","","","",""
1,"Devils' Playground",,,"","","","","","",""
1,"Devkarin Dissident",,,"","","","","","",""
1,"Devoted Druid",,,"","","","","","",""
1,"Devourer of Memory",,,"","","","","","",""
1,"Devouring Hellion",,,"","","","","","",""
2,"Devouring Light",,,"","","","","","",""
1,"Devouring Tendrils",,,"","","","","","",""
1,"Devout Chaplain",,,"","C20","","","","",""
1,"Devout Invocation",,,"","","","","","",""
1,"Dhund Operative",,,"","","","","","",""
1,"Diabolic Edict",,,"","","","","","",""
1,"Diabolic Intent",,,"","","","","","",""
2,"Diabolic Servitude",,,"","","","","","",""
3,"Diabolic Tutor",,,"","","","","","",""
1,"Dictate of Heliod",,,"","","","","","",""
1,"Dictate of Karametra",,,"","","","","","",""
1,"Dictate of Kruphix",,,"","","","","","",""
1,"Dictation Quillograph",,,"","","","","","",""
1,"Diffusion Sliver",,,"","","","","","",""
1,"Dig Through Time",,,"","","","","","",""
1,"Digsite Engineer",,,"","","","","","",""
3,"Diligent Excavator",,,"","","","","","",""
1,"Diluvian Primordial",,,"","GTC","33","","","",""
1,"Diluvian Primordial",,,"","","","","","",""
1,"Diminish",,,"","","","","","",""
1,"Diminishing Returns",,,"","","","","","",""
7,"Dimir Aqueduct",,,"","","","","","",""
1,"Dimir Aqueduct",,,"","C20","","","","",""
1,"Dimir Aqueduct",,,"","","","","","",""
1,"Dimir Charm",,,"","","","","","",""
1,"Dimir Doppelganger",,,"","","","","","",""
13,"Dimir Guildgate",,,"","","","","","",""
1,"Dimir Guildgate",,,"","ELD","","","","",""
1,"Dimir Guildgate",,,"","","","","","",""
2,"Dimir Guildmage",,,"","","","","","",""
1,"Dimir Informant",,,"","","","","","",""
1,"Dimir Keyrune",,,"","","","","","",""
1,"Dimir Locket",,,"","","","","","",""
2,"Dimir Locket",,,"","","","","","",""
1,"Dimir Signet",,,"","","","","","",""
4,"Dimir Signet",,,"","","","","","",""
1,"Dina, Soul Steeper",,,"","","","","","",""
1,"Dina, Soul Steeper",,,"","","","","","",""
1,"Dinosaur Stampede",,,"","","","","","",""
1,"Dinrova Horror",,,"","","","","","",""
1,"Dire Fleet Warmonger",,,"","","","","","",""
1,"Dire Tactics",,,"","","","","","",""
3,"Direct Current",,,"","","","","","",""
1,"Dirge of Dread",,,"","","","","","",""
1,"Dirgur Nemesis",,,"","","","","","",""
1,"Dirty Rat",,,"","","","","","",""
1,"Dirty Rat",,,"","UND","","","","",""
1,"Disallow",,,"","","","","","",""
2,"Disaster Radius",,,"","","","","","",""
1,"Disciple of Bolas",,,"","C20","","","","",""
1,"Disciple of the Vault",,,"","MRD","62","","","",""
1,"Discordant Piper",,,"","","","","","",""
1,"Discovery // Dispersal",,,"","","","","","",""
1,"Disdainful Stroke",,,"","","","","","",""
3,"Disdainful Stroke",,,"","GRN","37","","","",""
2,"Disembowel",,,"","","","","","",""
1,"Disenchant",,,"","","","","","",""
1,"Disenchant",,,"","","","","","",""
2,"Disinformation Campaign",,,"","","","","","",""
6,"Dismal Backwater",,,"","","","","","",""
1,"Dismal Backwater",,,"","ELD","","","","",""
1,"Dismal Backwater",,,"","","","","","",""
1,"Dismantle",,,"","DST","57","","","",""
1,"Dismantling Blow",,,"","","","","","",""
1,"Dismantling Wave",,,"","C20","","","","",""
1,"Dismember",,,"","MM2","79","","","",""
1,"Dismissive Pyromancer",,,"","","","","","",""
1,"Dispatch",,,"","","","","","",""
1,"Dispeller's Capsule",,,"","","","","","",""
1,"Dispeller's Capsule",,,"","CMR","18","","","",""
1,"Dispersal Shield",,,"","","","","","",""
1,"Disperse",,,"","","","","","",""
1,"Displace",,,"","","","","","",""
1,"Displacement Wave",,,"","","","","","",""
3,"Disrupt Decorum",,,"","","","","","",""
1,"Dissension in the Ranks",,,"","","","","","",""
1,"Dissolve",,,"","","","","","",""
1,"Distant Melody",,,"","","","","","",""
1,"Distemper of the Blood",,,"","","","","","",""
1,"Distortion Strike",,,"","","","","","",""
2,"District Guide",,,"","","","","","",""
1,"Divergent Transformations",,,"","","","","","",""
5,"Divest",,,"","DOM","87","","","",""
1,"Divide by Zero",,,"","","","","","",""
2,"Divine Arrow",,,"","","","","","",""
1,"Divine Favor",,,"","","","","","",""
4,"Divine Gambit",,,"","","","","","",""
1,"Divine Reckoning",,,"","","","","","",""
1,"Divine Visitation",,,"","","","","","",""
1,"Diviner Spirit",,,"","","","","","",""
1,"Diviner's Wand",,,"","","","","","",""
1,"Division Table",,,"","","","","","",""
1,"Djeru, With Eyes Open",,,"","","","","","",""
1,"Djeru's Resolve",,,"","AKR","15","","","",""
1,"Djinn Illuminatus",,,"","PLIST","235","","","",""
1,"Djinn Illuminatus",,,"","C20","","","","",""
3,"Djinn of Infinite Deceits",,,"","","","","","",""
1,"Djinn of Wishes",,,"","","","","","",""
1,"Dockside Extortionist",,,"","","","","","",""
1,"Dogged Pursuit",,,"","","","","","",""
1,"Dominus of Fealty",,,"","","","","","",""
1,"Domri, Anarch of Bolas",,,"","","","","","",""
1,"Domri's Ambush",,,"","","","","","",""
3,"Doom Blade",,,"","","","","","",""
1,"Doomed Artisan",,,"","","","","","",""
1,"Doomed Necromancer",,,"","C19","111","","","",""
1,"Doomed Traveler",,,"","","","","","",""
1,"Doomfall",,,"","AKR","102","","","",""
1,"Doomgape",,,"","","","","","",""
1,"Doomskar Oracle",,,"","","","","","",""
1,"Doomskar Titan",,,"","","","","","",""
1,"Doomwake Giant",,,"","PLIST","93","","","",""
2,"Door of Destinies",,,"","","","","","",""
1,"Door to Nothingness",,,"","PLIST","251","","","",""
1,"Doorkeeper",,,"","","","","","",""
1,"Dormant Sliver",,,"","PLC","156","","","",""
2,"Dormant Volcano",,,"","","","","","",""
1,"Dosan the Falling Leaf",,,"","","","","","",""
2,"Double Cleave",,,"","","","","","",""
2,"Double Major",,,"","","","","","",""
1,"Double Vision",,,"","","","","","",""
1,"Doublecast",,,"","","","","","",""
1,"Doubling Cube",,,"","","","","","",""
1,"Doubling Season",,,"","BBD","195","","","",""
1,"Douser of Lights",,,"","","","","","",""
1,"Dovescape",,,"","","","","","",""
1,"Dovin, Hand of Control",,,"","","","","","",""
1,"Dovin's Veto",,,"","WAR","193","","","",""
1,"Down // Dirty",,,"","","","","","",""
1,"Downhill Charge",,,"","","","","","",""
1,"Dowsing Dagger // Lost Vale",,,"","","","","","",""
1,"Draco",,,"","","","","","",""
2,"Draconic Disciple",,,"","","","","","",""
1,"Dragon Breath",,,"","","","","","",""
1,"Dragon Broodmother",,,"","","","","","",""
2,"Dragon Egg",,,"","GN2","39","","","",""
1,"Dragon Egg",,,"","","","","","",""
3,"Dragon Fodder",,,"","","","","","",""
1,"Dragon Mage",,,"","","","","","",""
1,"Dragon Mantle",,,"","THS","119","","","",""
1,"Dragon Mantle",,,"","","","","","",""
1,"Dragon Mask",,,"","","","","","",""
1,"Dragon Roost",,,"","","","","","",""
1,"Dragon Shadow",,,"","","","","","",""
1,"Dragon Tempest",,,"","","","","","",""
1,"Dragon Whelp",,,"","","","","","",""
1,"Dragon's Approach",,,"","","","","","",""
1,"Dragon's Claw",,,"","","","","","",""
1,"Dragon's Eye Savants",,,"","","","","","",""
1,"Dragon's Hoard",,,"","","","","","",""
1,"Dragon's Presence",,,"","","","","","",""
1,"Dragonlord Ojutai",,,"","","","","","",""
1,"Dragonlord's Prerogative",,,"","","","","","",""
1,"Dragonlord's Servant",,,"","","","","","",""
1,"Dragonmaster Outcast",,,"","","","","","",""
1,"Dragonrage",,,"","","","","","",""
1,"Dragonspeaker Shaman",,,"","","","","","",""
1,"Drake Haven",,,"","C20","","","","",""
1,"Drakestown Forgotten",,,"","VMA","117","","","",""
1,"Dramatic Rescue",,,"","","","","","",""
1,"Drana, Kalastria Bloodchief",,,"","","","","","",""
1,"Drana, Liberator of Malakir",,,"","","","","","",""
1,"Drana's Emissary",,,"","","","","","",""
1,"Drana's Silencer",,,"","","","","","",""
1,"Draugr Thought-Thief",,,"","","","","","",""
1,"Draugr's Helm",,,"","","","","","",""
1,"Dread Cacodemon",,,"","","","","","",""
1,"Dread Return",,,"","C14","142","","","",""
1,"Dread Rider",,,"","","","","","",""
1,"Dread Slag",,,"","","","","","",""
1,"Dread Summons",,,"","","","","","",""
1,"Dread Wanderer",,,"","AKR","103","","","",""
1,"Dreadbore",,,"","","","","","",""
1,"Dreadbringer Lampads",,,"","","","","","",""
2,"Dreadful Apathy",,,"","","","","","",""
1,"Dreadhorde Invasion",,,"","","","","","",""
2,"Dreadhorde Twins",,,"","","","","","",""
2,"Dreadmalkin",,,"","","","","","",""
3,"Dreadship Reef",,,"","CM2","247","","","",""
2,"Dreadwaters",,,"","","","","","",""
1,"Dreadwurm",,,"","","","","","",""
2,"Dream Cache",,,"","","","","","",""
4,"Dream Fracture",,,"","","","","","",""
1,"Dream Halls",,,"","","","","","",""
1,"Dream Leash",,,"","","","","","",""
1,"Dream Pillager",,,"","","","","","",""
1,"Dream Strix",,,"","","","","","",""
1,"Dream Trawler",,,"","","","","","",""
1,"Dream Twist",,,"","","","","","",""
1,"Dreamborn Muse",,,"","","","","","",""
1,"Dreamshaper Shaman",,,"","","","","","",""
4,"Dreamstone Hedron",,,"","JMP","464","","","",""
1,"Dreamstone Hedron",,,"","","","","","",""
1,"Dreamtail Heron",,,"","","","","","",""
1,"Dredge the Mire",,,"","C20","","","","",""
1,"Dregs of Sorrow",,,"","","","","","",""
1,"Dregscape Sliver",,,"","","","","","",""
1,"Drifting Meadow",,,"","C20","","","","",""
1,"Drifting Meadow",,,"","","","","","",""
2,"Driven // Despair",,,"","AKR","233","","","",""
2,"Driver of the Dead",,,"","CN2","133","","","",""
2,"Drogskol Cavalry",,,"","","","","","",""
1,"Dromoka, the Eternal",,,"","","","","","",""
2,"Drover of the Mighty",,,"","","","","","",""
2,"Drown in Filth",,,"","","","","","",""
1,"Drown in Sorrow",,,"","BNG","65","","","",""
2,"Drownyard Temple",,,"","","","","","",""
2,"Druid of Horns",,,"","","","","","",""
2,"Druid of the Cowl",,,"","","","","","",""
1,"Druid of the Sacred Beaker",,,"","","","","","",""
2,"Druid's Deliverance",,,"","","","","","",""
1,"Druidic Satchel",,,"","","","","","",""
2,"Dryad Greenseeker",,,"","","","","","",""
1,"Dryad Militant",,,"","","","","","",""
1,"Dual Doomsuits",,,"","","","","","",""
1,"Dual Shot",,,"","","","","","",""
1,"Dualcaster Mage",,,"","","","","","",""
1,"Dualcaster Mage",,,"","C20","","","","",""
2,"Dualcaster Mage",,,"","JMP","313","","","",""
1,"Dualcaster Mage",,,"","CMR","412","","","",""
2,"Dub",,,"","","","","","",""
1,"Duelist's Heritage",,,"","","","","","",""
1,"Duelist's Heritage",,,"","JMP","101","","","",""
1,"Duergar Hedge-Mage",,,"","","","","","",""
1,"Duh",,,"","UND","","","","",""
1,"Duneblast",,,"","C20","","","","",""
1,"Duneblast",,,"","","","","","",""
1,"Dunes of the Dead",,,"","","","","","",""
1,"Dungeon Geists",,,"","","","","","",""
1,"Duplicant",,,"","","","","","",""
2,"Duplicant",,,"","C18","205","","","",""
2,"Duplication Device",,,"","","","","","",""
10,"Duress",,,"","","","","","",""
1,"Dusk // Dawn",,,"","AKR","16","","","",""
1,"Duskmantle Operative",,,"","","","","","",""
1,"Duskmantle Seer",,,"","","","","","",""
1,"Duskmantle, House of Shadow",,,"","","","","","",""
1,"Dwarven Bloodboiler",,,"","","","","","",""
1,"Dwarven Hammer",,,"","","","","","",""
1,"Dwarven Lightsmith",,,"","","","","","",""
2,"Dwarven Priest",,,"","","","","","",""
1,"Dwynen, Gilt-Leaf Daen",,,"","","","","","",""
2,"Dynacharge",,,"","","","","","",""
1,"Eager Beaver",,,"","","","","","",""
1,"Earl of Squirrel",,,"","","","","","",""
2,"Earthquake",,,"","","","","","",""
1,"Earwig Squad",,,"","","","","","",""
1,"Eat to Extinction",,,"","","","","","",""
1,"Eaten by Spiders",,,"","","","","","",""
1,"Eater of Days",,,"","","","","","",""
1,"Eater of Hope",,,"","","","","","",""
1,"Ebonblade Reaper",,,"","","","","","",""
1,"Echo Mage",,,"","","","","","",""
1,"Echo Storm",,,"","","","","","",""
2,"Echoing Courage",,,"","","","","","",""
1,"Echoing Truth",,,"","","","","","",""
1,"Ecological Appreciation",,,"","","","","","",""
1,"Eddytrail Hawk",,,"","","","","","",""
1,"Edgar Markov",,,"","","","","","",""
1,"Edric, Spymaster of Trest",,,"","","","","","",""
2,"Eel Umbra",,,"","","","","","",""
1,"Eerie Interlude",,,"","SOI","16","","","",""
1,"Eerie Interlude",,,"","","","","","",""
1,"Efreet Flamepainter",,,"","","","","","",""
1,"Eidolon of Blossoms",,,"","","","","","",""
1,"Eidolon of Countless Battles",,,"","BNG","","","","",""
1,"Eidolon of Obstruction",,,"","","","","","",""
1,"Elaborate Firecannon",,,"","","","","","",""
1,"Elbrus, the Binding Blade // Withengar Unbound",,,"","","","","","",""
1,"Elder Deep-Fiend",,,"","CMR","","","","",""
1,"Elder Gargaroth",,,"","","","","","",""
2,"Elderfang Ritualist",,,"","","","","","",""
1,"Elderfang Venom",,,"","","","","","",""
1,"Elderwood Scion",,,"","","","","","",""
1,"Eldrazi Monument",,,"","","","","","",""
2,"Eldritch Evolution",,,"","","","","","",""
1,"Electrickery",,,"","","","","","",""
2,"Electrify",,,"","","","","","",""
2,"Electrolyze",,,"","","","","","",""
1,"Electrostatic Field",,,"","","","","","",""
1,"Electrostatic Pummeler",,,"","","","","","",""
2,"Elemental Bond",,,"","","","","","",""
1,"Elemental Expressionist",,,"","","","","","",""
1,"Elemental Masterpiece",,,"","","","","","",""
1,"Elemental Uprising",,,"","","","","","",""
1,"Elementalist's Palette",,,"","","","","","",""
3,"Elephant Guide",,,"","","","","","",""
2,"Elfhame Druid",,,"","","","","","",""
1,"Eligeth, Crossroads Augur",,,"","","","","","",""
